pid,trial,physical,visual,direction,congruency,binary
11,119,30,100,shrink,1,
11,120,40,50,shrink,1,
11,121,20,200,shrink,1,
11,122,10,300,shrink,0,
11,123,20,300,shrink,0,
11,124,30,300,shrink,1,
11,125,40,400,shrink,1,
11,126,30,200,shrink,1,
11,127,30,75,shrink,1,
11,128,20,25,shrink,1,
11,129,20,100,shrink,0,
11,130,10,200,shrink,1,
11,131,40,400,shrink,1,
11,132,10,300,shrink,1,
11,133,10,200,shrink,0,
11,134,20,25,shrink,1,
11,135,30,200,shrink,1,
11,136,10,50,shrink,0,
11,137,30,75,shrink,1,
11,138,40,100,shrink,1,
11,139,10,200,shrink,1,
11,140,10,50,shrink,1,
11,141,10,25,shrink,1,
11,142,10,300,shrink,1,
11,143,10,75,shrink,1,
11,144,40,25,shrink,1,
11,145,10,400,shrink,1,
11,146,40,400,shrink,1,
11,147,40,50,shrink,1,
11,148,40,75,shrink,1,
11,149,20,300,shrink,0,
11,150,30,200,shrink,1,
11,151,30,50,shrink,1,
11,152,20,50,shrink,1,
11,153,30,400,shrink,1,
11,154,20,300,shrink,1,
11,155,40,300,shrink,1,
11,156,40,300,shrink,1,
11,157,40,200,shrink,1,
11,158,30,400,shrink,0,
11,159,10,75,shrink,1,
11,160,40,300,shrink,1,
11,161,30,300,shrink,1,
11,162,30,50,shrink,1,
11,163,30,400,shrink,1,
11,164,40,25,shrink,1,
11,165,30,75,shrink,1,
11,166,20,25,shrink,1,
11,167,20,100,shrink,1,
11,168,20,50,shrink,0,
11,169,40,200,shrink,1,
11,170,10,400,shrink,0,
11,171,40,75,shrink,1,
11,172,30,400,shrink,1,
11,173,20,400,shrink,1,
11,174,30,50,shrink,1,
11,175,10,200,shrink,1,
11,176,10,100,shrink,1,
11,177,40,100,shrink,1,
11,178,20,75,shrink,1,
11,179,40,100,shrink,1,
11,180,40,25,shrink,1,
11,181,30,400,shrink,0,
11,182,20,25,shrink,1,
11,183,30,100,shrink,1,
11,184,20,75,shrink,0,
11,185,40,200,shrink,1,
11,186,10,300,shrink,1,
11,187,20,400,shrink,1,
11,188,30,100,shrink,1,
11,189,20,25,shrink,1,
11,190,30,25,shrink,1,
11,191,20,75,shrink,1,
11,192,10,300,shrink,1,
11,193,30,300,shrink,1,
11,194,20,200,shrink,1,
11,195,30,200,shrink,1,
