pid,trial,physical,visual,rendering,scenario,congruency
4,95,60,50,dynamic,one-hand,
4,96,80,50,dynamic,one-hand,
4,97,80,75,static,one-hand,
4,98,80,150,dynamic,one-hand,
4,99,80,50,dynamic,one-hand,
4,100,60,150,dynamic,two-hand,
4,101,60,150,static,two-hand,
4,102,60,100,dynamic,two-hand,
4,103,80,100,static,two-hand,
4,104,60,50,static,two-hand,
4,105,80,150,static,two-hand,
4,106,80,75,static,two-hand,
4,107,80,50,dynamic,two-hand,
4,108,80,75,dynamic,two-hand,
4,109,60,150,static,two-hand,
4,110,60,100,dynamic,two-hand,
4,111,80,200,dynamic,two-hand,
4,112,80,75,static,two-hand,
4,113,60,75,static,two-hand,
4,114,80,50,static,two-hand,
4,115,60,50,dynamic,two-hand,
4,116,80,200,dynamic,two-hand,
4,117,80,150,static,two-hand,
4,118,80,50,dynamic,two-hand,
4,119,80,150,dynamic,two-hand,
4,120,60,100,static,two-hand,
4,121,60,200,dynamic,two-hand,
4,122,80,50,dynamic,two-hand,
4,123,80,100,static,two-hand,
4,124,60,100,static,two-hand,
4,125,80,150,dynamic,two-hand,
4,126,60,200,static,two-hand,
4,127,80,100,static,two-hand,
4,128,80,150,static,two-hand,
4,129,80,50,static,two-hand,
4,130,60,150,dynamic,two-hand,
4,131,60,200,dynamic,two-hand,
4,132,60,200,static,two-hand,
4,133,80,200,dynamic,two-hand,
4,134,80,200,static,two-hand,
4,135,80,50,static,two-hand,
4,136,60,75,dynamic,two-hand,
4,137,60,50,dynamic,two-hand,
4,138,80,50,dynamic,two-hand,
4,139,80,50,static,two-hand,
4,140,80,100,dynamic,two-hand,
4,141,80,75,dynamic,two-hand,
4,142,60,50,static,two-hand,
4,143,60,200,static,two-hand,
4,144,60,75,static,two-hand,
4,145,80,75,dynamic,two-hand,
4,146,80,200,static,two-hand,
4,147,80,200,static,two-hand,
4,148,60,100,dynamic,two-hand,
4,149,60,100,static,two-hand,
4,150,60,100,dynamic,two-hand,
4,151,60,150,static,two-hand,
4,152,60,75,dynamic,two-hand,
4,153,80,100,dynamic,two-hand,
4,154,80,75,dynamic,two-hand,
4,155,60,50,static,two-hand,
4,156,60,200,dynamic,two-hand,
4,157,80,100,dynamic,two-hand,
4,158,60,75,dynamic,two-hand,
4,159,80,150,dynamic,two-hand,
4,160,80,200,dynamic,two-hand,
4,161,60,50,static,two-hand,
4,162,60,100,static,two-hand,
4,163,80,200,static,two-hand,
4,164,80,150,dynamic,two-hand,
4,165,60,50,static,two-hand,
4,166,60,150,static,two-hand,
4,167,60,75,dynamic,two-hand,
4,168,80,100,dynamic,two-hand,
4,169,60,50,dynamic,two-hand,
4,170,80,200,dynamic,two-hand,
4,171,80,150,dynamic,two-hand,
4,172,60,75,dynamic,two-hand,
4,173,80,75,static,two-hand,
4,174,80,200,static,two-hand,
4,175,80,100,dynamic,two-hand,
4,176,80,150,static,two-hand,
4,177,80,50,static,two-hand,
4,178,60,50,dynamic,two-hand,
4,179,60,75,static,two-hand,
4,180,80,75,static,two-hand,
4,181,60,200,dynamic,two-hand,
4,182,60,150,dynamic,two-hand,
4,183,60,100,static,two-hand,
4,184,60,75,static,two-hand,
4,185,80,75,dynamic,two-hand,
4,186,60,75,static,two-hand,
4,187,80,100,static,two-hand,
4,188,60,150,dynamic,two-hand,
4,189,60,200,dynamic,two-hand,
4,190,80,50,dynamic,two-hand,
4,191,60,150,static,two-hand,
4,192,60,200,static,two-hand,
4,193,80,100,static,two-hand,
4,194,60,200,static,two-hand,
4,195,80,150,static,two-hand,
4,196,80,75,static,two-hand,
4,197,60,50,dynamic,two-hand,
4,198,60,100,dynamic,two-hand,
4,199,60,150,dynamic,two-hand,
