pid,trial,physicalSize,visualSize,congruent
10,112,20,87.5,0
10,113,60,75.0,1
10,114,120,87.5,1
10,115,20,200.0,0
10,116,80,75.0,1
10,117,80,50.0,0
10,118,80,150.0,0
10,119,40,87.5,1
10,120,80,87.5,1
10,121,100,87.5,1
10,122,120,67.5,0
10,123,40,125.0,0
10,124,60,150.0,0
10,125,40,67.5,1
10,126,100,87.5,1
10,127,120,50.0,0
10,128,40,175.0,0
10,129,120,150.0,1
10,130,100,75.0,1
10,131,80,75.0,1
10,132,20,125.0,0
10,133,40,67.5,1
10,134,120,75.0,0
10,135,100,125.0,1
10,136,60,200.0,0
10,137,40,175.0,0
10,138,20,150.0,0
10,139,120,50.0,0
10,140,80,175.0,0
10,141,40,200.0,0
10,142,80,67.5,1
10,143,40,67.5,1
10,144,120,200.0,1
10,145,80,125.0,1
10,146,40,87.5,1
10,147,100,75.0,0
10,148,100,87.5,1
10,149,100,50.0,0
10,150,100,67.5,0
10,151,120,50.0,0
10,152,40,75.0,1
10,153,60,100.0,0
10,154,40,75.0,1
10,155,60,150.0,0
10,156,80,100.0,1
10,157,40,50.0,1
10,158,60,125.0,0
10,159,120,50.0,0
10,160,40,87.5,0
10,161,120,175.0,1
10,162,20,100.0,1
10,163,40,175.0,0
10,164,60,175.0,0
10,165,60,87.5,1
10,166,80,175.0,0
10,167,80,150.0,1
10,168,20,67.5,1
10,169,100,100.0,1
10,170,120,150.0,0
10,171,80,100.0,1
10,172,40,200.0,0
10,173,20,67.5,1
10,174,60,100.0,1
10,175,20,125.0,0
10,176,20,50.0,1
10,177,20,87.5,0
10,178,100,150.0,1
10,179,60,75.0,1
10,180,100,175.0,1
10,181,20,150.0,0
10,182,100,125.0,1
10,183,60,175.0,0
10,184,60,87.5,1
10,185,100,200.0,1
10,186,100,67.5,0
10,187,20,87.5,0
10,188,120,200.0,1
10,189,40,175.0,0
10,190,60,200.0,0
10,191,80,200.0,0
10,192,40,125.0,0
10,193,40,50.0,0
10,194,40,75.0,1
10,195,20,200.0,0
10,196,60,67.5,1
10,197,40,100.0,1
10,198,100,50.0,0
10,199,60,50.0,0
10,200,80,200.0,0
10,201,100,150.0,1
10,202,80,75.0,0
10,203,100,200.0,1
10,204,20,175.0,0
10,205,20,175.0,0
10,206,40,100.0,1
10,207,100,100.0,1
10,208,100,100.0,1
10,209,40,200.0,0
10,210,60,75.0,0
10,211,20,150.0,0
10,212,120,125.0,1
10,213,120,175.0,0
10,214,20,125.0,0
10,215,80,175.0,0
10,216,40,87.5,1
10,217,80,175.0,1
10,218,100,200.0,1
10,219,40,125.0,0
10,220,80,100.0,1
10,221,120,175.0,1
10,222,120,150.0,1
10,223,120,87.5,0
10,224,80,50.0,0
10,225,80,75.0,1
10,226,60,87.5,1
10,227,60,125.0,0
10,228,20,67.5,1
10,229,120,100.0,1
10,230,120,50.0,0
10,231,20,50.0,1
10,232,100,175.0,1
10,233,120,200.0,1
10,234,80,67.5,0
10,235,120,125.0,1
10,236,40,50.0,0
10,237,40,50.0,0
10,238,120,125.0,1
10,239,100,175.0,1
10,240,120,100.0,0
10,241,40,100.0,0
10,242,120,67.5,0
10,243,120,87.5,0
10,244,20,100.0,0
10,245,120,75.0,0
10,246,60,87.5,1
10,247,80,67.5,1
10,248,100,200.0,0
10,249,60,75.0,0
10,250,120,175.0,1
10,251,40,67.5,1
10,252,120,100.0,1
10,253,40,87.5,0
10,254,100,75.0,1
10,255,40,75.0,1
10,256,60,125.0,0
10,257,100,175.0,0
10,258,20,100.0,0
10,259,40,200.0,0
10,260,20,200.0,0
10,261,20,75.0,1
10,262,60,50.0,0
10,263,100,150.0,1
10,264,60,175.0,0
10,265,20,175.0,0
10,266,40,67.5,1
10,267,80,87.5,1
10,268,100,50.0,0
10,269,60,67.5,0
