pid,trial,physical,visual,direction,congruency,binary
5,103,30,50,shrink,0,
5,104,10,75,shrink,0,
5,105,30,300,shrink,0,
5,106,40,200,shrink,1,
5,107,10,100,shrink,1,
5,108,40,75,shrink,1,
5,109,20,100,shrink,1,
5,110,40,100,shrink,1,
5,111,40,200,shrink,0,
5,112,40,400,shrink,0,
5,113,10,25,shrink,0,
5,114,10,400,shrink,0,
5,115,10,400,shrink,0,
5,116,30,100,shrink,1,
5,117,40,75,shrink,1,
5,118,30,400,shrink,0,
5,119,10,50,shrink,0,
5,120,20,25,shrink,0,
5,121,10,200,shrink,0,
5,122,40,50,shrink,1,
5,123,10,75,shrink,1,
5,124,20,25,shrink,0,
5,125,10,100,shrink,1,
5,126,20,50,shrink,0,
5,127,20,25,shrink,0,
5,128,20,50,shrink,0,
5,129,10,25,shrink,0,
5,130,10,200,shrink,0,
5,131,30,75,shrink,1,
5,132,40,75,shrink,1,
5,133,40,75,shrink,1,
5,134,40,200,shrink,0,
5,135,30,400,shrink,0,
5,136,20,50,shrink,1,
5,137,20,75,shrink,1,
5,138,20,300,shrink,0,
5,139,30,100,shrink,1,
5,140,30,75,shrink,1,
5,141,10,300,shrink,0,
5,142,40,75,shrink,1,
5,143,10,75,shrink,0,
5,144,10,400,shrink,0,
5,145,10,75,shrink,1,
5,146,20,75,shrink,1,
5,147,40,300,shrink,0,
5,148,20,100,shrink,1,
5,149,30,200,shrink,0,
5,150,10,300,shrink,0,
5,151,30,400,shrink,0,
5,152,30,25,shrink,0,
5,153,10,200,shrink,0,
5,154,40,50,shrink,0,
5,155,30,25,shrink,0,
5,156,20,75,shrink,1,
5,157,30,75,shrink,1,
5,158,40,25,shrink,0,
5,159,30,50,shrink,0,
5,160,10,50,shrink,1,
5,161,40,300,shrink,0,
5,162,40,300,shrink,0,
5,163,30,75,shrink,1,
5,164,20,50,shrink,1,
5,165,20,400,shrink,0,
5,166,30,200,shrink,0,
5,167,30,200,shrink,0,
5,168,20,300,shrink,0,
5,169,20,300,shrink,0,
5,170,40,400,shrink,0,
5,171,10,25,shrink,0,
5,172,30,100,shrink,1,
5,173,10,100,shrink,1,
5,174,20,50,shrink,1,
5,175,20,300,shrink,0,
5,176,10,300,shrink,0,
5,177,40,100,shrink,1,
5,178,20,400,shrink,0,
5,179,10,100,shrink,1,
5,180,40,200,shrink,0,
5,181,10,200,shrink,1,
5,182,40,100,shrink,1,
5,183,30,25,shrink,0,
5,184,40,100,shrink,1,
5,185,10,300,shrink,0,
5,186,40,25,shrink,0,
5,187,20,75,shrink,1,
5,188,20,400,shrink,0,
5,189,30,200,shrink,0,
5,190,40,400,shrink,0,
5,191,30,100,shrink,1,
5,192,20,25,shrink,0,
5,193,10,300,shrink,0,
5,194,30,300,shrink,0,
5,195,30,100,shrink,1,
