pid,trial,physical,visual,direction,congruency,binary
8,142,40,100,grow,1,
8,143,20,300,grow,0,
8,144,10,100,grow,1,
8,145,30,400,grow,0,
8,146,20,75,grow,1,
8,147,40,200,grow,0,
8,148,20,75,grow,1,
8,149,30,75,grow,1,
8,150,10,100,grow,1,
8,151,40,400,grow,0,
8,152,30,300,grow,0,
8,153,20,400,grow,0,
8,154,20,50,grow,1,
8,155,40,25,grow,1,
8,156,40,300,grow,0,
8,157,30,50,grow,1,
8,158,30,200,grow,0,
8,159,20,25,grow,1,
8,160,20,100,grow,1,
8,161,10,25,grow,1,
8,162,20,75,grow,1,
8,163,20,100,grow,1,
8,164,10,400,grow,0,
8,165,20,400,grow,0,
8,166,40,400,grow,0,
8,167,30,25,grow,1,
8,168,20,200,grow,1,
8,169,30,100,grow,1,
8,170,20,75,grow,1,
8,171,20,50,grow,1,
8,172,10,75,grow,1,
8,173,40,200,grow,0,
8,174,20,300,grow,0,
8,175,20,25,grow,1,
8,176,10,100,grow,1,
8,177,10,25,grow,1,
8,178,30,75,grow,1,
8,179,30,25,grow,1,
8,180,30,400,grow,0,
8,181,20,100,grow,1,
8,182,40,25,grow,1,
8,183,10,50,grow,1,
8,184,40,100,grow,1,
8,185,20,400,grow,0,
8,186,30,50,grow,1,
8,187,40,75,grow,1,
8,188,40,100,grow,1,
8,189,20,100,grow,1,
8,190,20,50,grow,1,
8,191,40,75,grow,1,
8,192,10,300,grow,0,
8,193,40,400,grow,0,
8,194,30,50,grow,1,
8,195,10,200,grow,0,
