pid,trial,physicalSize,visualSize,congruent
9,110,80,150.0,
9,111,80,175.0,
9,112,80,125.0,
9,113,80,87.5,
9,114,40,87.5,
9,115,120,87.5,
9,116,120,150.0,
9,117,80,150.0,
9,118,120,87.5,
9,119,20,150.0,
9,120,120,75.0,
9,121,120,67.5,
9,122,20,150.0,
9,123,80,100.0,
9,124,100,67.5,
9,125,60,67.5,
9,126,40,75.0,
9,127,60,125.0,
9,128,40,100.0,
9,129,60,125.0,
9,130,120,150.0,
9,131,20,175.0,
9,132,120,150.0,
9,133,120,50.0,
9,134,80,100.0,
9,135,20,200.0,
9,136,40,150.0,
9,137,100,125.0,
9,138,40,75.0,
9,139,20,100.0,
9,140,20,75.0,
9,141,100,100.0,
9,142,40,87.5,
9,143,80,100.0,
9,144,60,100.0,
9,145,20,150.0,
9,146,60,150.0,
9,147,20,67.5,
9,148,80,75.0,
9,149,120,50.0,
9,150,120,87.5,
9,151,120,125.0,
9,152,40,75.0,
9,153,40,175.0,
9,154,80,150.0,
9,155,60,87.5,
9,156,100,67.5,
9,157,20,175.0,
9,158,60,67.5,
9,159,120,67.5,
9,160,100,150.0,
9,161,60,175.0,
9,162,120,100.0,
9,163,100,200.0,
9,164,100,200.0,
9,165,80,50.0,
9,166,100,100.0,
9,167,40,67.5,
9,168,120,67.5,
9,169,20,67.5,
9,170,40,200.0,
9,171,40,87.5,
9,172,120,125.0,
9,173,80,100.0,
9,174,40,200.0,
9,175,60,150.0,
9,176,60,125.0,
9,177,60,200.0,
9,178,80,125.0,
9,179,40,50.0,
9,180,120,100.0,
9,181,80,200.0,
9,182,80,175.0,
9,183,20,125.0,
9,184,120,175.0,
9,185,40,200.0,
9,186,80,200.0,
9,187,60,75.0,
9,188,20,75.0,
9,189,20,75.0,
9,190,100,125.0,
9,191,120,175.0,
9,192,100,175.0,
9,193,100,67.5,
9,194,40,50.0,
9,195,20,100.0,
9,196,40,125.0,
9,197,100,87.5,
9,198,60,200.0,
9,199,120,125.0,
9,200,80,150.0,
9,201,120,175.0,
9,202,120,100.0,
9,203,100,67.5,
9,204,120,150.0,
9,205,60,100.0,
9,206,80,87.5,
9,207,100,150.0,
9,208,60,200.0,
9,209,60,150.0,
9,210,40,175.0,
9,211,40,125.0,
9,212,60,87.5,
9,213,60,87.5,
9,214,120,150.0,
9,215,120,87.5,
9,216,60,100.0,
9,217,20,87.5,
9,218,60,100.0,
9,219,100,150.0,
9,220,80,87.5,
9,221,80,50.0,
9,222,60,67.5,
9,223,120,50.0,
9,224,80,87.5,
9,225,20,75.0,
9,226,100,75.0,
9,227,20,100.0,
9,228,20,175.0,
9,229,20,87.5,
9,230,80,150.0,
9,231,60,75.0,
9,232,20,200.0,
9,233,20,200.0,
9,234,20,87.5,
9,235,120,200.0,
9,236,40,175.0,
9,237,80,75.0,
9,238,100,150.0,
9,239,40,50.0,
9,240,40,150.0,
9,241,100,150.0,
9,242,100,100.0,
9,243,80,100.0,
9,244,40,100.0,
9,245,20,200.0,
9,246,60,75.0,
9,247,100,87.5,
9,248,80,75.0,
9,249,20,125.0,
9,250,60,150.0,
9,251,60,75.0,
9,252,120,75.0,
9,253,60,50.0,
9,254,80,87.5,
9,255,100,100.0,
9,256,80,75.0,
9,257,20,125.0,
9,258,120,125.0,
9,259,100,200.0,
9,260,100,87.5,
9,261,80,67.5,
9,262,40,75.0,
9,263,120,200.0,
9,264,20,175.0,
9,265,80,200.0,
9,266,60,100.0,
9,267,20,50.0,
9,268,20,87.5,
9,269,100,175.0,
