pid,trial,physicalSize,visualSize,congruent
2,205,120,67.5,
2,206,60,100.0,
2,207,20,175.0,
2,208,40,125.0,
2,209,60,87.5,
2,210,100,87.5,
2,211,100,67.5,
2,212,40,67.5,
2,213,60,150.0,
2,214,20,100.0,
2,215,120,75.0,
2,216,20,125.0,
2,217,40,75.0,
2,218,120,200.0,
2,219,80,175.0,
2,220,40,75.0,
2,221,100,175.0,
2,222,60,150.0,
2,223,120,150.0,
2,224,40,100.0,
2,225,20,125.0,
2,226,80,200.0,
2,227,40,100.0,
2,228,120,100.0,
2,229,100,150.0,
2,230,20,50.0,
2,231,100,75.0,
2,232,80,75.0,
2,233,20,175.0,
2,234,80,75.0,
2,235,60,100.0,
2,236,100,150.0,
2,237,100,150.0,
2,238,60,50.0,
2,239,60,75.0,
2,240,60,50.0,
2,241,60,50.0,
2,242,80,200.0,
2,243,120,87.5,
2,244,80,100.0,
2,245,100,150.0,
2,246,20,67.5,
2,247,80,175.0,
2,248,100,125.0,
2,249,40,75.0,
2,250,120,125.0,
2,251,120,150.0,
2,252,120,175.0,
2,253,100,50.0,
2,254,100,87.5,
2,255,20,67.5,
2,256,60,150.0,
2,257,40,125.0,
2,258,40,75.0,
2,259,100,125.0,
2,260,20,200.0,
2,261,40,67.5,
2,262,40,150.0,
2,263,40,175.0,
2,264,80,50.0,
2,265,120,200.0,
2,266,120,125.0,
2,267,100,67.5,
2,268,40,200.0,
2,269,80,150.0,
