pid,trial,physical,visual,rendering,scenario,congruency
8,58,80,100,static,one-hand,
8,59,60,150,dynamic,one-hand,
8,60,60,50,static,one-hand,
8,61,60,150,static,one-hand,
8,62,80,150,dynamic,one-hand,
8,63,80,100,static,one-hand,
8,64,80,50,static,one-hand,
8,65,60,75,dynamic,one-hand,
8,66,80,100,dynamic,one-hand,
8,67,80,50,static,one-hand,
8,68,60,50,static,one-hand,
8,69,80,200,dynamic,one-hand,
8,70,60,75,dynamic,one-hand,
8,71,80,200,dynamic,one-hand,
8,72,60,75,dynamic,one-hand,
8,73,60,75,static,one-hand,
8,74,80,200,static,one-hand,
8,75,80,150,dynamic,one-hand,
8,76,60,100,dynamic,one-hand,
8,77,80,50,dynamic,one-hand,
8,78,80,150,static,one-hand,
8,79,60,150,static,one-hand,
8,80,60,150,dynamic,one-hand,
8,81,80,75,static,one-hand,
8,82,80,150,dynamic,one-hand,
8,83,60,100,dynamic,one-hand,
8,84,80,75,dynamic,one-hand,
8,85,60,200,dynamic,one-hand,
8,86,80,100,dynamic,one-hand,
8,87,60,50,static,one-hand,
8,88,60,200,static,one-hand,
8,89,80,100,static,one-hand,
8,90,80,50,dynamic,one-hand,
8,91,80,150,static,one-hand,
8,92,80,200,static,one-hand,
8,93,60,150,dynamic,one-hand,
8,94,60,50,dynamic,one-hand,
8,95,80,50,dynamic,one-hand,
8,96,80,50,dynamic,one-hand,
8,97,80,50,static,one-hand,
8,98,80,150,dynamic,one-hand,
8,99,80,100,dynamic,one-hand,
8,100,60,75,static,two-hand,
8,101,60,100,dynamic,two-hand,
8,102,80,150,static,two-hand,
8,103,80,100,dynamic,two-hand,
8,104,80,150,dynamic,two-hand,
8,105,60,100,static,two-hand,
8,106,80,150,static,two-hand,
8,107,60,200,dynamic,two-hand,
8,108,80,150,dynamic,two-hand,
8,109,80,100,static,two-hand,
8,110,60,150,static,two-hand,
8,111,80,100,dynamic,two-hand,
8,112,60,150,dynamic,two-hand,
8,113,60,75,static,two-hand,
8,114,60,75,static,two-hand,
8,115,80,50,static,two-hand,
8,116,60,75,dynamic,two-hand,
8,117,60,200,static,two-hand,
8,118,80,200,static,two-hand,
8,119,60,50,dynamic,two-hand,
8,120,60,150,static,two-hand,
8,121,80,200,dynamic,two-hand,
8,122,80,50,static,two-hand,
8,123,60,200,static,two-hand,
8,124,80,200,dynamic,two-hand,
8,125,80,200,static,two-hand,
8,126,80,200,static,two-hand,
8,127,60,150,dynamic,two-hand,
8,128,60,100,static,two-hand,
8,129,80,150,static,two-hand,
8,130,60,100,dynamic,two-hand,
8,131,80,75,static,two-hand,
8,132,60,50,static,two-hand,
8,133,80,150,dynamic,two-hand,
8,134,60,150,dynamic,two-hand,
8,135,80,50,dynamic,two-hand,
8,136,60,150,static,two-hand,
8,137,60,150,static,two-hand,
8,138,60,200,dynamic,two-hand,
8,139,80,75,static,two-hand,
8,140,80,75,dynamic,two-hand,
8,141,60,100,dynamic,two-hand,
8,142,60,200,dynamic,two-hand,
8,143,80,50,dynamic,two-hand,
8,144,60,50,dynamic,two-hand,
8,145,60,50,static,two-hand,
8,146,80,75,dynamic,two-hand,
8,147,80,200,dynamic,two-hand,
8,148,80,75,dynamic,two-hand,
8,149,80,100,static,two-hand,
8,150,60,50,static,two-hand,
8,151,60,100,dynamic,two-hand,
8,152,60,50,static,two-hand,
8,153,80,200,static,two-hand,
8,154,60,50,dynamic,two-hand,
8,155,80,200,dynamic,two-hand,
8,156,60,150,static,two-hand,
8,157,80,50,static,two-hand,
8,158,60,200,static,two-hand,
8,159,80,75,dynamic,two-hand,
8,160,80,75,static,two-hand,
8,161,80,75,static,two-hand,
8,162,80,75,dynamic,two-hand,
8,163,80,75,static,two-hand,
8,164,60,100,static,two-hand,
8,165,80,100,dynamic,two-hand,
8,166,60,75,dynamic,two-hand,
8,167,80,50,dynamic,two-hand,
8,168,80,50,static,two-hand,
8,169,60,200,dynamic,two-hand,
8,170,60,50,dynamic,two-hand,
8,171,80,100,static,two-hand,
8,172,60,75,dynamic,two-hand,
8,173,60,100,dynamic,two-hand,
8,174,60,75,static,two-hand,
8,175,60,150,dynamic,two-hand,
8,176,80,100,dynamic,two-hand,
8,177,80,100,dynamic,two-hand,
8,178,80,200,static,two-hand,
8,179,80,50,static,two-hand,
8,180,80,50,dynamic,two-hand,
8,181,80,100,static,two-hand,
8,182,60,200,static,two-hand,
8,183,80,150,dynamic,two-hand,
8,184,80,100,static,two-hand,
8,185,80,50,dynamic,two-hand,
8,186,80,150,static,two-hand,
8,187,80,150,dynamic,two-hand,
8,188,80,150,static,two-hand,
8,189,60,200,static,two-hand,
8,190,60,50,static,two-hand,
8,191,80,200,dynamic,two-hand,
8,192,60,150,dynamic,two-hand,
8,193,60,50,dynamic,two-hand,
8,194,60,75,dynamic,two-hand,
8,195,60,100,static,two-hand,
8,196,60,75,dynamic,two-hand,
8,197,60,100,static,two-hand,
8,198,60,200,dynamic,two-hand,
8,199,60,75,static,two-hand,
