pid,trial,physical,visual,direction,congruency,binary
6,100,10,50,shrink,,
6,101,10,200,shrink,,
6,102,10,200,shrink,,
6,103,20,25,shrink,,
6,104,20,50,shrink,,
6,105,30,400,shrink,,
6,106,40,200,shrink,,
6,107,10,300,shrink,,
6,108,20,25,shrink,,
6,109,40,300,shrink,,
6,110,10,50,shrink,,
6,111,40,100,shrink,,
6,112,20,75,shrink,,
6,113,30,75,shrink,,
6,114,20,75,shrink,,
6,115,20,25,shrink,,
6,116,20,200,shrink,,
6,117,30,50,shrink,,
6,118,30,300,shrink,,
6,119,30,100,shrink,,
6,120,20,50,shrink,,
6,121,40,25,shrink,,
6,122,30,200,shrink,,
6,123,30,25,shrink,,
6,124,40,50,shrink,,
6,125,40,100,shrink,,
6,126,30,25,shrink,,
6,127,40,50,shrink,,
6,128,40,25,shrink,,
6,129,10,400,shrink,,
6,130,40,400,shrink,,
6,131,30,50,shrink,,
6,132,30,50,shrink,,
6,133,10,300,shrink,,
6,134,20,200,shrink,,
6,135,30,300,shrink,,
6,136,10,25,shrink,,
6,137,30,200,shrink,,
6,138,40,200,shrink,,
6,139,20,300,shrink,,
6,56,20,25,grow,,
6,57,40,50,grow,,
6,58,30,75,grow,,
6,59,40,100,grow,,
6,60,20,200,grow,,
6,61,10,100,grow,,
6,62,30,200,grow,,
6,63,40,400,grow,,
6,64,20,50,grow,,
6,65,30,50,grow,,
6,66,20,75,grow,,
6,67,40,75,grow,,
6,68,40,25,grow,,
6,69,40,300,grow,,
6,70,20,200,grow,,
6,71,40,75,grow,,
6,72,10,400,grow,,
6,73,40,400,grow,,
6,74,10,50,grow,,
6,75,40,100,grow,,
6,76,30,100,grow,,
6,77,20,50,grow,,
6,78,10,25,grow,,
6,79,30,25,grow,,
6,80,30,50,grow,,
6,81,20,200,grow,,
6,82,20,300,grow,,
6,83,40,50,grow,,
6,84,10,200,grow,,
6,85,20,100,grow,,
6,86,30,200,grow,,
6,87,30,25,grow,,
6,88,20,25,grow,,
6,89,30,200,grow,,
6,90,30,300,grow,,
6,91,40,50,grow,,
6,92,40,25,grow,,
6,93,30,100,grow,,
6,94,10,75,grow,,
6,95,30,50,grow,,
6,96,30,75,grow,,
6,97,20,400,grow,,
6,98,10,50,grow,,
6,99,10,200,grow,,
6,100,40,50,grow,,
6,101,10,75,grow,,
6,102,10,25,grow,,
6,103,40,100,grow,,
6,104,20,300,grow,,
6,105,30,100,grow,,
6,106,40,300,grow,,
6,107,20,300,grow,,
6,108,30,300,grow,,
6,109,20,100,grow,,
6,110,30,75,grow,,
6,111,10,50,grow,,
6,112,40,75,grow,,
6,113,40,200,grow,,
6,114,10,300,grow,,
6,115,10,400,grow,,
6,116,40,200,grow,,
6,117,30,50,grow,,
6,118,40,300,grow,,
6,119,10,100,grow,,
6,120,10,300,grow,,
6,121,30,25,grow,,
6,122,40,200,grow,,
6,123,30,200,grow,,
6,124,40,100,grow,,
6,125,30,400,grow,,
6,126,10,75,grow,,
6,127,30,50,grow,,
6,128,30,200,grow,,
6,129,10,50,grow,,
6,130,40,25,grow,,
6,131,20,50,grow,,
6,132,20,400,grow,,
6,133,20,75,grow,,
6,134,40,75,grow,,
6,135,10,400,grow,,
6,136,30,400,grow,,
6,137,30,300,grow,,
6,138,10,75,grow,,
6,139,40,200,grow,,
6,140,30,75,grow,,
6,141,30,400,grow,,
6,142,30,400,grow,,
6,143,20,400,grow,,
6,144,40,25,grow,,
6,145,20,25,grow,,
6,146,10,100,grow,,
6,147,10,200,grow,,
6,148,40,400,grow,,
6,149,20,75,grow,,
6,150,30,400,grow,,
6,151,10,25,grow,,
6,152,40,400,grow,,
6,153,10,300,grow,,
6,154,10,25,grow,,
6,155,20,400,grow,,
6,156,40,300,grow,,
6,157,20,200,grow,,
6,158,20,75,grow,,
6,159,40,400,grow,,
6,160,30,100,grow,,
6,161,30,25,grow,,
6,162,20,100,grow,,
6,163,10,300,grow,,
6,164,10,100,grow,,
6,165,20,300,grow,,
6,166,30,100,grow,,
6,167,20,75,grow,,
6,168,10,300,grow,,
6,169,20,25,grow,,
6,170,20,200,grow,,
6,171,20,50,grow,,
6,172,30,300,grow,,
6,173,20,50,grow,,
6,174,20,25,grow,,
6,175,10,25,grow,,
6,176,20,300,grow,,
6,177,30,25,grow,,
6,178,40,25,grow,,
6,179,30,300,grow,,
6,180,10,200,grow,,
6,181,20,100,grow,,
6,182,10,75,grow,,
6,183,40,75,grow,,
6,184,30,75,grow,,
6,185,40,50,grow,,
6,186,40,100,grow,,
6,187,20,400,grow,,
6,188,10,200,grow,,
6,189,40,200,grow,,
6,190,10,400,grow,,
6,191,10,400,grow,,
6,192,20,100,grow,,
6,193,40,300,grow,,
6,194,10,100,grow,,
6,195,10,50,grow,,
