pid,trial,physical,visual,rendering,scenario,congruency
11,59,80,150,dynamic,two-hand,
11,60,80,200,static,two-hand,
11,61,80,100,static,two-hand,
11,62,60,150,static,two-hand,
11,63,80,50,dynamic,two-hand,
11,64,60,75,dynamic,two-hand,
11,65,80,200,dynamic,two-hand,
11,66,60,150,static,two-hand,
11,67,60,50,dynamic,two-hand,
11,68,80,50,static,two-hand,
11,69,60,50,static,two-hand,
11,70,60,100,dynamic,two-hand,
11,71,80,200,dynamic,two-hand,
11,72,60,150,dynamic,two-hand,
11,73,60,75,dynamic,two-hand,
11,74,60,100,static,two-hand,
11,75,80,50,dynamic,two-hand,
11,76,80,200,dynamic,two-hand,
11,77,80,75,dynamic,two-hand,
11,78,80,100,dynamic,two-hand,
11,79,80,200,static,two-hand,
11,80,60,100,dynamic,two-hand,
11,81,60,200,static,two-hand,
11,82,80,100,static,two-hand,
11,83,80,100,static,two-hand,
11,84,80,75,static,two-hand,
11,85,80,150,dynamic,two-hand,
11,86,80,50,dynamic,two-hand,
11,87,60,200,static,two-hand,
11,88,80,100,static,two-hand,
11,89,80,75,static,two-hand,
11,90,80,75,static,two-hand,
11,91,80,50,dynamic,two-hand,
11,92,80,150,static,two-hand,
11,93,60,150,static,two-hand,
11,94,60,50,dynamic,two-hand,
11,95,60,75,dynamic,two-hand,
11,96,60,50,static,two-hand,
11,97,60,100,static,two-hand,
11,98,80,200,dynamic,two-hand,
11,99,60,50,static,two-hand,
11,100,80,150,static,one-hand,
11,101,80,100,static,one-hand,
11,102,60,150,dynamic,one-hand,
11,103,80,50,static,one-hand,
11,104,60,50,static,one-hand,
11,105,80,200,dynamic,one-hand,
11,106,60,100,static,one-hand,
11,107,80,75,static,one-hand,
11,108,80,100,dynamic,one-hand,
11,109,80,150,static,one-hand,
11,110,60,200,static,one-hand,
11,111,60,75,static,one-hand,
11,112,80,150,dynamic,one-hand,
11,113,80,50,static,one-hand,
11,114,60,100,dynamic,one-hand,
11,115,80,200,static,one-hand,
11,116,60,200,static,one-hand,
11,117,60,200,dynamic,one-hand,
11,118,60,200,static,one-hand,
11,119,60,200,dynamic,one-hand,
11,120,60,75,dynamic,one-hand,
11,121,80,75,dynamic,one-hand,
11,122,60,100,dynamic,one-hand,
11,123,80,200,static,one-hand,
11,124,80,100,dynamic,one-hand,
11,125,80,50,dynamic,one-hand,
11,126,60,150,static,one-hand,
11,127,60,100,static,one-hand,
11,128,60,75,static,one-hand,
11,129,80,150,static,one-hand,
11,130,80,100,dynamic,one-hand,
11,131,80,150,static,one-hand,
11,132,80,100,dynamic,one-hand,
11,133,60,75,static,one-hand,
11,134,80,150,dynamic,one-hand,
11,135,60,75,dynamic,one-hand,
11,136,60,150,dynamic,one-hand,
11,137,80,100,static,one-hand,
11,138,80,75,static,one-hand,
11,139,60,100,dynamic,one-hand,
11,140,60,75,dynamic,one-hand,
11,141,60,200,dynamic,one-hand,
11,142,60,50,static,one-hand,
11,143,80,50,static,one-hand,
11,144,60,100,static,one-hand,
11,145,60,200,static,one-hand,
11,146,80,50,static,one-hand,
11,147,60,100,static,one-hand,
11,148,80,150,dynamic,one-hand,
11,149,60,100,static,one-hand,
11,150,80,50,dynamic,one-hand,
11,151,60,200,dynamic,one-hand,
11,152,60,50,static,one-hand,
11,153,80,100,static,one-hand,
11,154,80,200,static,one-hand,
11,155,80,75,dynamic,one-hand,
11,156,80,200,dynamic,one-hand,
11,157,80,150,dynamic,one-hand,
11,158,60,50,dynamic,one-hand,
11,159,80,75,dynamic,one-hand,
11,160,60,75,dynamic,one-hand,
11,161,80,50,dynamic,one-hand,
11,162,60,50,static,one-hand,
11,163,80,150,dynamic,one-hand,
11,164,60,75,static,one-hand,
11,165,60,150,static,one-hand,
11,166,60,150,dynamic,one-hand,
11,167,60,150,static,one-hand,
11,168,80,200,dynamic,one-hand,
11,169,80,100,static,one-hand,
11,170,60,150,dynamic,one-hand,
11,171,80,75,dynamic,one-hand,
11,172,80,50,dynamic,one-hand,
11,173,80,150,static,one-hand,
11,174,60,150,static,one-hand,
11,175,80,75,static,one-hand,
11,176,80,100,dynamic,one-hand,
11,177,80,50,dynamic,one-hand,
11,178,80,200,static,one-hand,
11,179,60,75,dynamic,one-hand,
11,180,80,75,static,one-hand,
11,181,80,100,static,one-hand,
11,182,60,50,dynamic,one-hand,
11,183,80,200,static,one-hand,
11,184,60,200,static,one-hand,
11,185,80,200,dynamic,one-hand,
11,186,80,75,dynamic,one-hand,
11,187,80,200,dynamic,one-hand,
11,188,60,200,dynamic,one-hand,
11,189,80,50,static,one-hand,
11,190,60,100,dynamic,one-hand,
11,191,80,75,static,one-hand,
11,192,60,50,dynamic,one-hand,
11,193,60,150,static,one-hand,
11,194,60,50,dynamic,one-hand,
11,195,60,50,dynamic,one-hand,
11,196,60,50,static,one-hand,
11,197,60,100,dynamic,one-hand,
11,198,60,75,static,one-hand,
11,199,60,150,dynamic,one-hand,
