pid,trial,physicalSize,visualSize,congruent
4,215,20,150.0,0
4,216,120,87.5,1
4,217,40,87.5,1
4,218,100,87.5,1
4,219,40,175.0,0
4,220,100,75.0,1
4,221,80,75.0,1
4,222,20,100.0,0
4,223,40,150.0,0
4,224,40,67.5,1
4,225,20,200.0,0
4,226,60,125.0,0
4,227,20,87.5,1
4,228,80,200.0,0
4,229,20,67.5,1
4,230,80,200.0,0
4,231,20,100.0,0
4,232,60,125.0,0
4,233,20,200.0,0
4,234,100,200.0,0
4,235,100,125.0,
4,236,60,75.0,1
4,237,80,175.0,0
4,238,20,125.0,0
4,239,100,175.0,1
4,240,80,150.0,0
4,241,120,50.0,0
4,242,20,200.0,0
4,243,60,175.0,0
4,244,80,125.0,1
4,245,80,125.0,1
4,246,100,75.0,1
4,247,80,75.0,1
4,248,20,75.0,1
4,249,20,150.0,0
4,250,40,175.0,0
4,251,100,175.0,0
4,252,20,50.0,1
4,253,60,175.0,0
4,254,120,87.5,1
4,255,40,87.5,1
4,256,40,75.0,1
4,257,120,75.0,1
4,258,120,75.0,1
4,259,120,75.0,1
4,260,20,50.0,1
4,261,20,100.0,0
4,262,20,100.0,0
4,263,120,100.0,1
4,264,80,67.5,1
4,265,120,100.0,1
4,266,100,67.5,1
4,267,80,50.0,0
4,268,120,175.0,1
4,269,120,150.0,1
