pid,trial,physical,visual,rendering,scenario,congruency
10,93,80,75,static,one-hand,
10,94,80,75,static,one-hand,
10,95,80,100,dynamic,one-hand,
10,96,80,150,static,one-hand,
10,97,80,150,static,one-hand,
10,98,80,200,static,one-hand,
10,99,60,100,dynamic,one-hand,
10,100,60,150,static,two-hand,
10,101,60,50,static,two-hand,
10,102,80,75,dynamic,two-hand,
10,103,80,200,static,two-hand,
10,104,80,150,static,two-hand,
10,105,60,200,dynamic,two-hand,
10,106,80,200,dynamic,two-hand,
10,107,80,200,static,two-hand,
10,108,80,100,static,two-hand,
10,109,60,200,dynamic,two-hand,
10,110,60,150,static,two-hand,
10,111,80,200,static,two-hand,
10,112,80,75,dynamic,two-hand,
10,113,60,200,static,two-hand,
10,114,60,50,static,two-hand,
10,115,80,75,dynamic,two-hand,
10,116,60,200,static,two-hand,
10,117,60,150,dynamic,two-hand,
10,118,80,100,dynamic,two-hand,
10,119,80,100,static,two-hand,
10,120,80,150,static,two-hand,
10,121,80,75,static,two-hand,
10,122,80,100,static,two-hand,
10,123,60,100,static,two-hand,
10,124,60,100,static,two-hand,
10,125,60,75,dynamic,two-hand,
10,126,60,100,dynamic,two-hand,
10,127,80,100,dynamic,two-hand,
10,128,60,50,dynamic,two-hand,
10,129,60,50,dynamic,two-hand,
10,130,80,100,static,two-hand,
10,131,80,50,dynamic,two-hand,
10,132,60,50,dynamic,two-hand,
10,133,80,150,dynamic,two-hand,
10,134,60,100,dynamic,two-hand,
10,135,60,150,static,two-hand,
10,136,60,50,dynamic,two-hand,
10,137,80,100,dynamic,two-hand,
10,138,80,150,dynamic,two-hand,
10,139,80,100,dynamic,two-hand,
10,140,80,150,dynamic,two-hand,
10,141,60,100,dynamic,two-hand,
10,142,60,100,dynamic,two-hand,
10,143,80,75,static,two-hand,
10,144,80,75,dynamic,two-hand,
10,145,60,50,static,two-hand,
10,146,80,50,static,two-hand,
10,147,60,75,static,two-hand,
10,148,60,150,dynamic,two-hand,
10,149,80,200,dynamic,two-hand,
10,150,60,150,static,two-hand,
10,151,80,50,static,two-hand,
10,152,80,150,static,two-hand,
10,153,80,100,static,two-hand,
10,154,80,200,dynamic,two-hand,
10,155,60,75,static,two-hand,
10,156,80,100,dynamic,two-hand,
10,157,60,200,dynamic,two-hand,
10,158,80,50,dynamic,two-hand,
10,159,60,50,static,two-hand,
10,160,80,150,static,two-hand,
10,161,60,75,static,two-hand,
10,162,80,50,dynamic,two-hand,
10,163,60,75,dynamic,two-hand,
10,164,80,75,static,two-hand,
10,165,80,50,static,two-hand,
10,166,80,75,static,two-hand,
10,167,60,75,dynamic,two-hand,
10,168,60,200,static,two-hand,
10,169,60,50,dynamic,two-hand,
10,170,60,150,static,two-hand,
10,171,60,100,dynamic,two-hand,
10,172,60,200,dynamic,two-hand,
10,173,80,200,dynamic,two-hand,
10,174,80,150,dynamic,two-hand,
10,175,60,100,static,two-hand,
10,176,60,200,static,two-hand,
10,177,80,50,dynamic,two-hand,
10,178,80,50,static,two-hand,
10,179,80,50,static,two-hand,
10,180,80,75,dynamic,two-hand,
10,181,60,100,static,two-hand,
10,182,80,150,static,two-hand,
10,183,80,150,dynamic,two-hand,
10,184,60,75,dynamic,two-hand,
10,185,60,100,static,two-hand,
10,186,60,200,static,two-hand,
10,187,60,75,dynamic,two-hand,
10,188,80,75,static,two-hand,
10,189,60,200,dynamic,two-hand,
10,190,80,200,static,two-hand,
10,191,80,50,dynamic,two-hand,
10,192,80,200,static,two-hand,
10,193,60,75,static,two-hand,
10,194,60,75,static,two-hand,
10,195,60,150,dynamic,two-hand,
10,196,60,50,static,two-hand,
10,197,80,200,dynamic,two-hand,
10,198,60,150,dynamic,two-hand,
10,199,60,150,dynamic,two-hand,
