pid,trial,physical,visual,direction,congruency,binary
7,99,20,300,shrink,0,
7,100,30,100,shrink,1,
7,101,40,25,shrink,1,
7,102,30,300,shrink,0,
7,103,40,25,shrink,1,
7,104,30,75,shrink,1,
7,105,10,100,shrink,1,
7,106,20,400,shrink,0,
7,107,40,300,shrink,0,
7,108,40,75,shrink,1,
7,109,30,75,shrink,1,
7,110,20,200,shrink,1,
7,111,20,25,shrink,1,
7,112,10,25,shrink,1,
7,113,20,75,shrink,1,
7,114,10,200,shrink,1,
7,115,40,300,shrink,0,
7,116,20,25,shrink,1,
7,117,20,400,shrink,0,
7,118,30,300,shrink,0,
7,119,30,50,shrink,1,
7,120,10,400,shrink,0,
7,121,30,100,shrink,1,
7,122,40,25,shrink,1,
7,123,10,75,shrink,1,
7,124,10,75,shrink,1,
7,125,40,50,shrink,1,
7,126,20,300,shrink,0,
7,127,20,400,shrink,0,
7,128,10,300,shrink,0,
7,129,30,75,shrink,1,
7,130,10,400,shrink,0,
7,131,10,50,shrink,1,
7,132,20,50,shrink,1,
7,133,30,50,shrink,1,
7,134,30,300,shrink,0,
7,135,40,50,shrink,1,
7,136,30,200,shrink,1,
7,137,40,200,shrink,1,
7,138,30,200,shrink,1,
7,139,30,400,shrink,0,
7,140,40,400,shrink,0,
7,141,30,50,shrink,1,
7,142,20,50,shrink,1,
7,143,20,400,shrink,0,
7,144,10,300,shrink,0,
7,145,20,75,shrink,1,
7,146,20,300,shrink,0,
7,147,30,400,shrink,0,
7,148,20,200,shrink,0,
7,149,10,300,shrink,0,
7,150,20,200,shrink,1,
7,151,30,25,shrink,1,
7,152,40,200,shrink,1,
7,153,40,75,shrink,1,
7,154,10,100,shrink,1,
7,155,10,75,shrink,1,
7,156,40,400,shrink,0,
7,157,30,25,shrink,1,
7,158,30,400,shrink,0,
7,159,30,200,shrink,1,
7,160,10,50,shrink,1,
7,161,10,50,shrink,1,
7,162,40,400,shrink,0,
7,163,30,200,shrink,1,
7,164,30,75,shrink,1,
7,165,20,100,shrink,1,
7,166,30,75,shrink,1,
7,167,10,100,shrink,1,
7,168,30,25,shrink,1,
7,169,40,200,shrink,1,
7,170,10,200,shrink,1,
7,171,20,75,shrink,1,
7,172,20,200,shrink,1,
7,173,10,50,shrink,1,
7,174,40,400,shrink,0,
7,175,20,25,shrink,1,
7,176,10,400,shrink,0,
7,177,40,100,shrink,1,
7,178,40,50,shrink,1,
7,179,20,100,shrink,1,
7,180,10,200,shrink,1,
7,181,40,100,shrink,1,
7,182,30,100,shrink,1,
7,183,10,200,shrink,1,
7,184,30,100,shrink,1,
7,185,40,300,shrink,0,
7,186,40,75,shrink,1,
7,187,20,25,shrink,1,
7,188,10,300,shrink,0,
7,189,40,100,shrink,1,
7,190,10,200,shrink,1,
7,191,30,300,shrink,0,
7,192,20,400,shrink,0,
7,193,10,400,shrink,0,
7,194,40,50,shrink,1,
7,195,10,100,shrink,1,
