pid,trial,physical,visual,direction,congruency,binary
2,81,30,25,grow,,1
2,82,20,25,grow,,1
2,83,20,100,grow,,1
2,84,10,200,grow,,1
2,85,40,300,grow,,0
2,86,10,75,grow,,1
2,87,40,100,grow,,1
2,88,30,200,grow,,1
2,89,20,300,grow,,0
2,90,30,400,grow,,0
2,91,40,100,grow,,1
2,92,10,75,grow,,1
2,93,20,400,grow,,0
2,94,20,100,grow,,1
2,95,10,400,grow,,0
2,96,10,300,grow,,0
2,97,30,200,grow,,1
2,98,40,100,grow,,1
2,99,30,300,grow,,1
2,100,30,50,grow,,1
2,101,20,75,grow,,1
2,102,40,75,grow,,1
2,103,10,200,grow,,1
2,104,40,200,grow,,1
2,105,40,300,grow,,1
2,106,10,200,grow,,1
2,107,20,100,grow,,1
2,108,10,25,grow,,1
2,109,10,300,grow,,0
2,110,10,300,grow,,1
2,111,30,400,grow,,0
2,112,30,200,grow,,1
2,113,30,50,grow,,1
2,114,10,300,grow,,1
2,115,20,25,grow,,1
2,116,10,25,grow,,1
2,117,10,75,grow,,1
2,118,20,300,grow,,0
2,119,10,50,grow,,1
2,120,20,400,grow,,0
2,121,30,200,grow,,1
2,122,40,75,grow,,1
2,123,20,100,grow,,1
2,124,20,25,grow,,1
2,125,30,100,grow,,1
2,126,40,100,grow,,1
2,127,10,200,grow,,1
2,128,10,100,grow,,1
2,129,40,50,grow,,1
2,130,40,400,grow,,0
2,131,20,400,grow,,0
2,132,40,400,grow,,0
2,133,20,200,grow,,1
2,134,20,50,grow,,1
2,135,30,400,grow,,0
2,136,30,25,grow,,1
2,137,40,25,grow,,1
2,138,40,25,grow,,1
2,139,20,400,grow,,0
2,140,30,75,grow,,1
2,141,10,25,grow,,1
2,142,30,400,grow,,0
2,143,40,50,grow,,1
2,144,10,75,grow,,1
2,145,10,100,grow,,1
2,146,10,25,grow,,1
2,147,20,200,grow,,1
2,148,30,75,grow,,1
2,149,10,50,grow,,1
2,150,30,400,grow,,0
2,151,40,300,grow,,
2,152,30,50,grow,,1
2,153,30,50,grow,,1
2,154,20,75,grow,,1
2,155,40,100,grow,,1
2,156,40,300,grow,,0
2,157,40,200,grow,,1
2,158,10,400,grow,,0
2,159,30,25,grow,,1
2,160,10,200,grow,,1
2,161,40,25,grow,,1
2,162,30,50,grow,,1
2,163,20,50,grow,,1
2,164,10,400,grow,,0
2,165,40,200,grow,,1
2,166,30,25,grow,,1
2,167,30,100,grow,,1
2,168,20,25,grow,,1
2,169,20,75,grow,,1
2,170,10,400,grow,,0
2,171,40,400,grow,,1
2,172,20,50,grow,,1
2,173,30,100,grow,,1
2,174,10,25,grow,,1
2,175,10,50,grow,,1
2,176,30,300,grow,,1
2,177,40,50,grow,,1
2,178,20,50,grow,,1
2,179,20,200,grow,,1
2,180,30,200,grow,,0
2,181,10,75,grow,,1
2,182,40,200,grow,,1
2,183,20,75,grow,,1
2,184,20,25,grow,,1
2,185,20,75,grow,,1
2,186,10,100,grow,,1
2,187,40,75,grow,,1
2,188,10,100,grow,,1
2,189,40,75,grow,,1
2,190,40,50,grow,,1
2,191,30,300,grow,,1
2,192,40,400,grow,,1
2,193,40,200,grow,,1
2,194,20,200,grow,,1
2,195,10,50,grow,,1
