pid,trial,physical,visual,rendering,scenario,congruency
6,68,60,200,static,one-hand,
6,69,60,150,static,one-hand,
6,70,80,150,dynamic,one-hand,
6,71,60,200,dynamic,one-hand,
6,72,80,50,dynamic,one-hand,
6,73,80,150,static,one-hand,
6,74,80,100,dynamic,one-hand,
6,75,80,75,static,one-hand,
6,76,60,50,static,one-hand,
6,77,80,150,static,one-hand,
6,78,60,200,static,one-hand,
6,79,80,200,static,one-hand,
6,80,60,50,dynamic,one-hand,
6,81,80,50,dynamic,one-hand,
6,82,80,200,dynamic,one-hand,
6,83,60,50,static,one-hand,
6,84,60,200,static,one-hand,
6,85,60,200,dynamic,one-hand,
6,86,60,150,dynamic,one-hand,
6,87,80,75,dynamic,one-hand,
6,88,60,100,dynamic,one-hand,
6,89,80,150,static,one-hand,
6,90,80,100,static,one-hand,
6,91,80,75,dynamic,one-hand,
6,92,80,75,static,one-hand,
6,93,60,200,static,one-hand,
6,94,80,75,static,one-hand,
6,95,60,100,static,one-hand,
6,96,80,200,dynamic,one-hand,
6,97,60,150,dynamic,one-hand,
6,98,80,75,dynamic,one-hand,
6,99,60,100,dynamic,one-hand,
6,100,80,50,static,two-hand,
6,101,80,75,dynamic,two-hand,
6,102,80,200,dynamic,two-hand,
6,103,80,75,dynamic,two-hand,
6,104,60,100,static,two-hand,
6,105,80,150,static,two-hand,
6,106,60,100,dynamic,two-hand,
6,107,60,75,dynamic,two-hand,
6,108,60,50,dynamic,two-hand,
6,109,80,50,static,two-hand,
6,110,80,75,dynamic,two-hand,
6,111,80,75,static,two-hand,
6,112,60,75,dynamic,two-hand,
6,113,60,100,static,two-hand,
6,114,60,200,dynamic,two-hand,
6,115,60,50,static,two-hand,
6,116,80,50,static,two-hand,
6,117,80,100,static,two-hand,
6,118,80,75,static,two-hand,
6,119,80,150,dynamic,two-hand,
6,120,80,50,static,two-hand,
6,121,80,150,static,two-hand,
6,122,60,150,dynamic,two-hand,
6,123,60,75,dynamic,two-hand,
6,124,60,50,static,two-hand,
6,125,60,50,dynamic,two-hand,
6,126,80,150,dynamic,two-hand,
6,127,80,150,static,two-hand,
6,128,60,75,static,two-hand,
6,129,80,100,static,two-hand,
6,130,80,100,dynamic,two-hand,
6,131,80,100,static,two-hand,
6,132,60,200,dynamic,two-hand,
6,133,80,50,static,two-hand,
6,134,60,50,dynamic,two-hand,
6,135,60,200,static,two-hand,
6,136,80,200,dynamic,two-hand,
6,137,60,100,static,two-hand,
6,138,80,200,dynamic,two-hand,
6,139,60,50,static,two-hand,
6,140,80,100,static,two-hand,
6,141,80,200,static,two-hand,
6,142,60,50,static,two-hand,
6,143,80,50,dynamic,two-hand,
6,144,80,50,dynamic,two-hand,
6,145,60,150,static,two-hand,
6,146,60,100,static,two-hand,
6,147,80,75,dynamic,two-hand,
6,148,60,75,static,two-hand,
6,149,60,50,static,two-hand,
6,150,80,75,static,two-hand,
6,151,80,100,dynamic,two-hand,
6,152,60,150,static,two-hand,
6,153,80,200,dynamic,two-hand,
6,154,80,50,dynamic,two-hand,
6,155,60,150,dynamic,two-hand,
6,156,60,150,static,two-hand,
6,157,80,150,dynamic,two-hand,
6,158,60,75,dynamic,two-hand,
6,159,60,200,static,two-hand,
6,160,80,200,static,two-hand,
6,161,60,100,dynamic,two-hand,
6,162,60,100,dynamic,two-hand,
6,163,80,75,static,two-hand,
6,164,80,100,dynamic,two-hand,
6,165,60,200,static,two-hand,
6,166,60,150,static,two-hand,
6,167,60,75,dynamic,two-hand,
6,168,80,150,dynamic,two-hand,
6,169,80,200,dynamic,two-hand,
6,170,60,100,static,two-hand,
6,171,80,150,static,two-hand,
6,172,60,200,dynamic,two-hand,
6,173,80,50,dynamic,two-hand,
6,174,80,75,static,two-hand,
6,175,60,100,dynamic,two-hand,
6,176,60,75,static,two-hand,
6,177,80,200,static,two-hand,
6,178,60,150,dynamic,two-hand,
6,179,60,150,dynamic,two-hand,
6,180,80,100,dynamic,two-hand,
6,181,60,50,dynamic,two-hand,
6,182,60,50,dynamic,two-hand,
6,183,60,200,dynamic,two-hand,
6,184,60,200,static,two-hand,
6,185,60,200,static,two-hand,
6,186,60,75,static,two-hand,
6,187,80,200,static,two-hand,
6,188,80,50,dynamic,two-hand,
6,189,60,75,static,two-hand,
6,190,80,200,static,two-hand,
6,191,60,200,dynamic,two-hand,
6,192,60,150,dynamic,two-hand,
6,193,80,75,dynamic,two-hand,
6,194,80,150,static,two-hand,
6,195,80,100,static,two-hand,
6,196,80,150,dynamic,two-hand,
6,197,60,150,static,two-hand,
6,198,80,100,dynamic,two-hand,
6,199,60,100,dynamic,two-hand,
