pid,trial,physical,visual,rendering,scenario,congruency
7,107,60,150,static,one-hand,
7,108,60,75,static,one-hand,
7,109,80,150,dynamic,one-hand,
7,110,60,50,static,one-hand,
7,111,80,75,static,one-hand,
7,112,60,200,static,one-hand,
7,113,60,150,static,one-hand,
7,114,60,200,dynamic,one-hand,
7,115,80,75,dynamic,one-hand,
7,116,60,200,dynamic,one-hand,
7,117,60,75,dynamic,one-hand,
7,118,80,75,dynamic,one-hand,
7,119,60,50,dynamic,one-hand,
7,120,60,150,static,one-hand,
7,121,80,50,dynamic,one-hand,
7,122,80,100,static,one-hand,
7,123,80,150,static,one-hand,
7,124,60,200,static,one-hand,
7,125,80,75,dynamic,one-hand,
7,126,60,150,dynamic,one-hand,
7,127,60,50,dynamic,one-hand,
7,128,80,100,dynamic,one-hand,
7,129,60,150,dynamic,one-hand,
7,130,80,150,static,one-hand,
7,131,80,75,static,one-hand,
7,132,60,200,static,one-hand,
7,133,80,150,dynamic,one-hand,
7,134,80,75,static,one-hand,
7,135,80,200,dynamic,one-hand,
7,136,60,75,static,one-hand,
7,137,80,100,dynamic,one-hand,
7,138,60,200,dynamic,one-hand,
7,139,60,75,static,one-hand,
7,140,80,50,dynamic,one-hand,
7,141,80,100,static,one-hand,
7,142,60,100,static,one-hand,
7,143,60,50,static,one-hand,
7,144,60,200,static,one-hand,
7,145,60,50,dynamic,one-hand,
7,146,80,150,static,one-hand,
7,147,60,100,dynamic,one-hand,
7,148,60,50,static,one-hand,
7,149,60,200,dynamic,one-hand,
7,150,60,150,static,one-hand,
7,151,60,50,dynamic,one-hand,
7,152,80,75,dynamic,one-hand,
7,153,60,100,dynamic,one-hand,
7,154,80,75,dynamic,one-hand,
7,155,80,200,dynamic,one-hand,
7,156,60,75,dynamic,one-hand,
7,157,80,50,static,one-hand,
7,158,80,50,dynamic,one-hand,
7,159,60,100,dynamic,one-hand,
7,160,60,100,dynamic,one-hand,
7,161,80,75,static,one-hand,
7,162,80,200,static,one-hand,
7,163,80,50,static,one-hand,
7,164,60,100,dynamic,one-hand,
7,165,80,50,dynamic,one-hand,
7,166,60,50,static,one-hand,
7,167,80,100,static,one-hand,
7,168,80,100,dynamic,one-hand,
7,169,80,75,static,one-hand,
7,170,80,200,dynamic,one-hand,
7,171,60,100,static,one-hand,
7,172,60,75,static,one-hand,
7,173,60,200,dynamic,one-hand,
7,174,80,50,dynamic,one-hand,
7,175,80,150,dynamic,one-hand,
7,176,80,100,static,one-hand,
7,177,60,150,dynamic,one-hand,
7,178,60,100,static,one-hand,
7,179,60,150,dynamic,one-hand,
7,180,80,200,dynamic,one-hand,
7,181,60,75,dynamic,one-hand,
7,182,80,200,static,one-hand,
7,183,80,150,static,one-hand,
7,184,80,50,static,one-hand,
7,185,60,100,static,one-hand,
7,186,80,150,static,one-hand,
7,187,80,100,dynamic,one-hand,
7,188,80,100,static,one-hand,
7,189,60,50,static,one-hand,
7,190,80,200,static,one-hand,
7,191,60,50,dynamic,one-hand,
7,192,80,150,dynamic,one-hand,
7,193,80,200,dynamic,one-hand,
7,194,60,150,dynamic,one-hand,
7,195,80,50,static,one-hand,
7,196,80,150,dynamic,one-hand,
7,197,60,150,static,one-hand,
7,198,80,100,dynamic,one-hand,
7,199,80,200,static,one-hand,
