pid,trial,physical,visual,rendering,scenario,congruency
9,186,60,100,static,one-hand,
9,187,80,200,dynamic,one-hand,
9,188,60,75,static,one-hand,
9,189,80,200,static,one-hand,
9,190,60,50,static,one-hand,
9,191,80,100,dynamic,one-hand,
9,192,80,75,static,one-hand,
9,193,80,150,static,one-hand,
9,194,80,75,dynamic,one-hand,
9,195,60,75,dynamic,one-hand,
9,196,80,100,dynamic,one-hand,
9,197,80,150,static,one-hand,
9,198,80,50,dynamic,one-hand,
9,199,60,50,static,one-hand,
