pid,trial,physical,visual,direction,congruency,binary
4,70,20,300,grow,1,
4,71,10,50,grow,1,
4,72,30,300,grow,1,
4,73,20,400,grow,1,
4,74,10,75,grow,1,
4,75,10,100,grow,1,
4,76,30,100,grow,1,
4,77,20,75,grow,1,
4,78,30,50,grow,1,
4,79,40,100,grow,1,
4,80,40,100,grow,1,
4,81,40,200,grow,1,
4,82,20,75,grow,1,
4,83,10,300,grow,0,
4,84,40,300,grow,0,
4,85,10,75,grow,1,
4,86,20,300,grow,0,
4,87,30,400,grow,0,
4,88,40,25,grow,1,
4,89,20,50,grow,1,
4,90,10,50,grow,1,
4,91,40,75,grow,1,
4,92,20,400,grow,0,
4,93,10,400,grow,1,
4,94,10,200,grow,1,
4,95,40,25,grow,0,
4,96,30,400,grow,0,
4,97,30,100,grow,1,
4,98,10,25,grow,1,
4,99,10,25,grow,0,
4,100,20,400,grow,0,
4,101,40,400,grow,0,
4,102,20,100,grow,1,
4,103,30,200,grow,1,
4,104,30,25,grow,1,
4,105,10,75,grow,1,
4,106,30,75,grow,1,
4,107,30,100,grow,1,
4,108,40,75,grow,1,
4,109,30,400,grow,0,
4,110,40,100,grow,1,
4,111,10,100,grow,1,
4,112,30,50,grow,1,
4,113,20,400,grow,0,
4,114,40,200,grow,1,
4,115,30,100,grow,1,
4,116,20,50,grow,1,
4,117,20,75,grow,1,
4,118,40,25,grow,1,
4,119,20,400,grow,0,
4,120,20,25,grow,0,
4,121,30,25,grow,0,
4,122,20,100,grow,1,
4,123,40,100,grow,1,
4,124,40,300,grow,0,
4,125,10,200,grow,1,
4,126,40,50,grow,1,
4,127,10,300,grow,0,
4,128,10,300,grow,0,
4,129,20,50,grow,1,
4,130,10,25,grow,0,
4,131,40,100,grow,1,
4,132,10,100,grow,1,
4,133,40,200,grow,0,
4,134,10,100,grow,1,
4,135,20,25,grow,1,
4,136,20,100,grow,1,
4,137,30,25,grow,0,
4,138,10,300,grow,0,
4,139,40,200,grow,1,
4,140,30,200,grow,1,
4,141,20,100,grow,1,
4,142,20,25,grow,0,
4,143,40,75,grow,1,
4,144,30,400,grow,0,
4,145,10,200,grow,1,
4,146,20,50,grow,1,
4,147,20,100,grow,1,
4,148,30,50,grow,1,
4,149,10,100,grow,1,
4,150,30,25,grow,0,
4,151,40,50,grow,1,
4,152,20,200,grow,1,
4,153,30,200,grow,1,
4,154,10,50,grow,0,
4,155,40,300,grow,0,
4,156,10,200,grow,1,
4,157,30,75,grow,1,
4,158,10,50,grow,0,
4,159,30,300,grow,0,
4,160,20,200,grow,1,
4,161,30,400,grow,0,
4,162,30,25,grow,0,
4,163,20,200,grow,1,
4,164,40,50,grow,1,
4,165,30,75,grow,1,
4,166,10,400,grow,0,
4,167,10,200,grow,1,
4,168,40,50,grow,1,
4,169,10,300,grow,0,
4,170,30,50,grow,1,
4,171,30,200,grow,1,
4,172,20,75,grow,1,
4,173,10,75,grow,1,
4,174,20,25,grow,0,
4,175,40,400,grow,0,
4,176,10,50,grow,1,
4,177,10,400,grow,0,
4,178,20,300,grow,0,
4,179,40,400,grow,0,
4,180,30,300,grow,0,
4,181,10,25,grow,0,
4,182,30,200,grow,1,
4,183,30,75,grow,1,
4,184,40,75,grow,1,
4,185,40,400,grow,0,
4,186,40,25,grow,1,
4,187,20,300,grow,0,
4,188,30,300,grow,0,
4,189,20,75,grow,1,
4,190,40,50,grow,1,
4,191,20,300,grow,0,
4,192,10,400,grow,0,
4,193,40,300,grow,0,
4,194,10,400,grow,0,
4,195,40,25,grow,1,
