pid,trial,physical,visual,congruency
3,113,grow_fast,grow_moderate,
3,114,shrink_fast,grow_fast,
3,115,shrink_fast,grow_slow,
3,116,shrink_slow,grow_fast,
3,117,grow_slow,shrink_moderate,
3,118,grow_fast,grow_slow,
3,119,grow_moderate,shrink_fast,
3,120,grow_moderate,shrink_fast,
3,121,shrink_moderate,shrink_fast,
3,122,grow_slow,grow_fast,
3,123,shrink_fast,shrink_fast,
3,124,grow_moderate,shrink_fast,
3,125,shrink_fast,shrink_moderate,
3,126,shrink_moderate,shrink_moderate,
3,127,grow_fast,grow_slow,
3,128,shrink_moderate,grow_fast,
3,129,grow_moderate,grow_slow,
3,130,grow_moderate,shrink_slow,
3,131,grow_moderate,shrink_fast,
3,132,grow_slow,shrink_slow,
3,133,grow_slow,shrink_fast,
3,134,shrink_slow,grow_moderate,
3,135,grow_fast,shrink_fast,
3,136,grow_slow,shrink_slow,
3,137,shrink_moderate,shrink_slow,
3,138,shrink_moderate,shrink_fast,
3,139,shrink_slow,shrink_moderate,
3,140,shrink_moderate,shrink_moderate,
3,141,grow_slow,shrink_moderate,
3,142,shrink_fast,grow_slow,
3,143,grow_fast,shrink_moderate,
3,144,grow_fast,shrink_fast,
3,145,grow_moderate,grow_fast,
3,146,shrink_fast,shrink_moderate,
3,147,grow_slow,grow_slow,
3,148,shrink_moderate,grow_fast,
3,149,shrink_moderate,grow_moderate,
3,150,grow_slow,grow_slow,
3,151,grow_fast,grow_fast,
3,152,shrink_slow,grow_slow,
3,153,shrink_slow,grow_fast,
3,154,grow_slow,grow_moderate,
3,155,shrink_moderate,shrink_moderate,
3,156,shrink_moderate,shrink_fast,
3,157,shrink_fast,grow_moderate,
3,158,grow_slow,grow_slow,
3,159,shrink_fast,shrink_fast,
3,160,shrink_slow,grow_slow,
3,161,shrink_fast,grow_fast,
3,162,shrink_moderate,shrink_moderate,
3,163,shrink_moderate,shrink_slow,
3,164,grow_slow,grow_moderate,
3,165,grow_fast,shrink_moderate,
3,166,shrink_slow,grow_slow,
3,167,shrink_slow,shrink_fast,
3,168,grow_fast,shrink_fast,
3,169,shrink_fast,shrink_moderate,
3,170,grow_moderate,shrink_slow,
3,171,grow_moderate,shrink_fast,
3,172,grow_moderate,shrink_moderate,
3,173,shrink_moderate,grow_fast,
3,174,shrink_moderate,grow_moderate,
3,175,shrink_slow,shrink_slow,
3,176,shrink_fast,shrink_slow,
3,177,shrink_moderate,shrink_slow,
3,178,grow_moderate,shrink_slow,
3,179,grow_moderate,grow_slow,
