pid,trial,physicalSize,visualSize,congruent
3,106,40,100.0,
3,107,100,200.0,
3,108,80,175.0,
3,109,100,150.0,
3,110,20,75.0,
3,111,20,125.0,
3,112,20,67.5,
3,113,80,67.5,
3,114,80,150.0,
3,115,100,150.0,
3,116,40,75.0,
3,117,120,67.5,
3,118,60,75.0,
3,119,60,200.0,
3,120,40,75.0,
3,121,20,75.0,
3,122,100,100.0,
3,123,100,200.0,
3,124,80,150.0,
3,125,120,125.0,
3,126,120,67.5,
3,127,20,67.5,
3,128,120,150.0,
3,129,60,67.5,
3,130,100,50.0,
3,131,60,175.0,
3,132,60,150.0,
3,133,60,50.0,
3,134,40,87.5,
3,135,20,50.0,
3,136,20,67.5,
3,137,60,175.0,
3,138,80,200.0,
3,139,40,67.5,
3,140,120,150.0,
3,141,100,50.0,
3,142,100,67.5,
3,143,100,150.0,
3,144,100,50.0,
3,145,40,200.0,
3,146,40,50.0,
3,147,100,100.0,
3,148,80,67.5,
3,149,100,87.5,
3,150,60,200.0,
3,151,120,50.0,
3,152,80,87.5,
3,153,100,150.0,
3,154,120,200.0,
3,155,20,150.0,
3,156,40,175.0,
3,157,120,150.0,
3,158,80,75.0,
3,159,40,150.0,
3,160,100,75.0,
3,161,80,100.0,
3,162,20,50.0,
3,163,40,67.5,
3,164,100,100.0,
3,165,120,150.0,
3,166,60,67.5,
3,167,40,175.0,
3,168,120,50.0,
3,169,80,75.0,
3,170,20,150.0,
3,171,60,125.0,
3,172,60,200.0,
3,173,120,50.0,
3,174,20,200.0,
3,175,60,50.0,
3,176,80,50.0,
3,177,80,200.0,
3,178,80,175.0,
3,179,40,67.5,
3,180,40,67.5,
3,181,80,50.0,
3,182,20,87.5,
3,183,80,100.0,
3,184,120,87.5,
3,185,40,200.0,
3,186,60,175.0,
3,187,60,125.0,
3,188,40,125.0,
3,189,40,150.0,
3,190,20,200.0,
3,191,120,67.5,
3,192,120,50.0,
3,193,40,75.0,
3,194,80,100.0,
3,195,40,100.0,
3,196,120,125.0,
3,197,60,150.0,
3,198,20,125.0,
3,199,80,75.0,
3,200,120,150.0,
3,201,60,87.5,
3,202,20,100.0,
3,203,40,150.0,
3,204,100,67.5,
3,205,40,100.0,
3,206,60,87.5,
3,207,40,50.0,
3,208,40,100.0,
3,209,20,200.0,
3,210,40,125.0,
3,211,120,100.0,
3,212,100,50.0,
3,213,60,125.0,
3,214,60,200.0,
3,215,40,75.0,
3,216,40,87.5,
3,217,20,175.0,
3,218,80,200.0,
3,219,80,87.5,
3,220,40,125.0,
3,221,100,87.5,
3,222,60,87.5,
3,223,60,125.0,
3,224,20,75.0,
3,225,80,100.0,
3,226,100,175.0,
3,227,60,87.5,
3,228,60,100.0,
3,229,100,125.0,
3,230,80,125.0,
3,231,80,150.0,
3,232,100,125.0,
3,233,80,87.5,
3,234,20,100.0,
3,235,20,150.0,
3,236,40,200.0,
3,237,100,50.0,
3,238,40,50.0,
3,239,60,200.0,
3,240,100,75.0,
3,241,100,125.0,
3,242,120,100.0,
3,243,120,50.0,
3,244,80,100.0,
3,245,60,67.5,
3,246,20,87.5,
3,247,120,100.0,
3,248,100,175.0,
3,249,100,200.0,
3,250,20,67.5,
3,251,40,75.0,
3,252,20,175.0,
3,253,120,200.0,
3,254,40,175.0,
3,255,80,50.0,
3,256,60,75.0,
3,257,60,100.0,
3,258,20,67.5,
3,259,100,87.5,
3,260,60,50.0,
3,261,80,75.0,
3,262,60,175.0,
3,263,80,175.0,
3,264,80,87.5,
3,265,20,175.0,
3,266,20,100.0,
3,267,100,100.0,
3,268,20,150.0,
3,269,60,125.0,
