Participant,Technique,FixedFactor,Threshold,Trial,RadiusChange,StepSize,Response,Reversal
3,onehand,visual,lower,27,,,,
3,onehand,visual,lower,28,,,,
3,onehand,visual,lower,29,,,,
3,onehand,visual,lower,30,,,,
3,onehand,visual,lower,31,,,,
3,onehand,visual,lower,32,,,,
3,onehand,visual,lower,33,,,,
3,onehand,visual,lower,34,,,,
3,onehand,visual,lower,35,,,,
3,onehand,visual,lower,36,,,,
3,onehand,visual,lower,37,,,,
3,onehand,visual,lower,38,,,,
3,onehand,visual,lower,39,,,,
3,onehand,visual,lower,40,,,,
3,onehand,visual,lower,41,,,,
3,onehand,visual,lower,42,,,,
3,onehand,visual,lower,43,,,,
3,onehand,visual,lower,44,,,,
3,onehand,visual,lower,45,,,,
3,onehand,visual,lower,46,,,,
3,onehand,visual,lower,47,,,,
3,onehand,visual,lower,48,,,,
3,onehand,visual,lower,49,,,,
3,onehand,visual,lower,50,,,,
3,onehand,physical,upper,1,,,,
3,onehand,physical,upper,2,,,,
3,onehand,physical,upper,3,,,,
3,onehand,physical,upper,4,,,,
3,onehand,physical,upper,5,,,,
3,onehand,physical,upper,6,,,,
3,onehand,physical,upper,7,,,,
3,onehand,physical,upper,8,,,,
3,onehand,physical,upper,9,,,,
3,onehand,physical,upper,10,,,,
3,onehand,physical,upper,11,,,,
3,onehand,physical,upper,12,,,,
3,onehand,physical,upper,13,,,,
3,onehand,physical,upper,14,,,,
3,onehand,physical,upper,15,,,,
3,onehand,physical,upper,16,,,,
3,onehand,physical,upper,17,,,,
3,onehand,physical,upper,18,,,,
3,onehand,physical,upper,19,,,,
3,onehand,physical,upper,20,,,,
3,onehand,physical,upper,21,,,,
3,onehand,physical,upper,22,,,,
3,onehand,physical,upper,23,,,,
3,onehand,physical,upper,24,,,,
3,onehand,physical,upper,25,,,,
3,onehand,physical,upper,26,,,,
3,onehand,physical,upper,27,,,,
3,onehand,physical,upper,28,,,,
3,onehand,physical,upper,29,,,,
3,onehand,physical,upper,30,,,,
3,onehand,physical,upper,31,,,,
3,onehand,physical,upper,32,,,,
3,onehand,physical,upper,33,,,,
3,onehand,physical,upper,34,,,,
3,onehand,physical,upper,35,,,,
3,onehand,physical,upper,36,,,,
3,onehand,physical,upper,37,,,,
3,onehand,physical,upper,38,,,,
3,onehand,physical,upper,39,,,,
3,onehand,physical,upper,40,,,,
3,onehand,physical,upper,41,,,,
3,onehand,physical,upper,42,,,,
3,onehand,physical,upper,43,,,,
3,onehand,physical,upper,44,,,,
3,onehand,physical,upper,45,,,,
3,onehand,physical,upper,46,,,,
3,onehand,physical,upper,47,,,,
3,onehand,physical,upper,48,,,,
3,onehand,physical,upper,49,,,,
3,onehand,physical,upper,50,,,,
