Participant,Technique,FixedFactor,Threshold,Trial,RadiusChange,StepSize,Response,Reversal
4,twohand,visual,upper,45,,,,
4,twohand,visual,upper,46,,,,
4,twohand,visual,upper,47,,,,
4,twohand,visual,upper,48,,,,
4,twohand,visual,upper,49,,,,
4,twohand,visual,upper,50,,,,
4,twohand,physical,upper,1,,,,
4,twohand,physical,upper,2,,,,
4,twohand,physical,upper,3,,,,
4,twohand,physical,upper,4,,,,
4,twohand,physical,upper,5,,,,
4,twohand,physical,upper,6,,,,
4,twohand,physical,upper,7,,,,
4,twohand,physical,upper,8,,,,
4,twohand,physical,upper,9,,,,
4,twohand,physical,upper,10,,,,
4,twohand,physical,upper,11,,,,
4,twohand,physical,upper,12,,,,
4,twohand,physical,upper,13,,,,
4,twohand,physical,upper,14,,,,
4,twohand,physical,upper,15,,,,
4,twohand,physical,upper,16,,,,
4,twohand,physical,upper,17,,,,
4,twohand,physical,upper,18,,,,
4,twohand,physical,upper,19,,,,
4,twohand,physical,upper,20,,,,
4,twohand,physical,upper,21,,,,
4,twohand,physical,upper,22,,,,
4,twohand,physical,upper,23,,,,
4,twohand,physical,upper,24,,,,
4,twohand,physical,upper,25,,,,
4,twohand,physical,upper,26,,,,
4,twohand,physical,upper,27,,,,
4,twohand,physical,upper,28,,,,
4,twohand,physical,upper,29,,,,
4,twohand,physical,upper,30,,,,
4,twohand,physical,upper,31,,,,
4,twohand,physical,upper,32,,,,
4,twohand,physical,upper,33,,,,
4,twohand,physical,upper,34,,,,
4,twohand,physical,upper,35,,,,
4,twohand,physical,upper,36,,,,
4,twohand,physical,upper,37,,,,
4,twohand,physical,upper,38,,,,
4,twohand,physical,upper,39,,,,
4,twohand,physical,upper,40,,,,
4,twohand,physical,upper,41,,,,
4,twohand,physical,upper,42,,,,
4,twohand,physical,upper,43,,,,
4,twohand,physical,upper,44,,,,
4,twohand,physical,upper,45,,,,
4,twohand,physical,upper,46,,,,
4,twohand,physical,upper,47,,,,
4,twohand,physical,upper,48,,,,
4,twohand,physical,upper,49,,,,
4,twohand,physical,upper,50,,,,
4,twohand,physical,lower,1,,,,
4,twohand,physical,lower,2,,,,
4,twohand,physical,lower,3,,,,
4,twohand,physical,lower,4,,,,
4,twohand,physical,lower,5,,,,
4,twohand,physical,lower,6,,,,
4,twohand,physical,lower,7,,,,
4,twohand,physical,lower,8,,,,
4,twohand,physical,lower,9,,,,
4,twohand,physical,lower,10,,,,
4,twohand,physical,lower,11,,,,
4,twohand,physical,lower,12,,,,
4,twohand,physical,lower,13,,,,
4,twohand,physical,lower,14,,,,
4,twohand,physical,lower,15,,,,
4,twohand,physical,lower,16,,,,
4,twohand,physical,lower,17,,,,
4,twohand,physical,lower,18,,,,
4,twohand,physical,lower,19,,,,
4,twohand,physical,lower,20,,,,
4,twohand,physical,lower,21,,,,
4,twohand,physical,lower,22,,,,
4,twohand,physical,lower,23,,,,
4,twohand,physical,lower,24,,,,
4,twohand,physical,lower,25,,,,
4,twohand,physical,lower,26,,,,
4,twohand,physical,lower,27,,,,
4,twohand,physical,lower,28,,,,
4,twohand,physical,lower,29,,,,
4,twohand,physical,lower,30,,,,
4,twohand,physical,lower,31,,,,
4,twohand,physical,lower,32,,,,
4,twohand,physical,lower,33,,,,
4,twohand,physical,lower,34,,,,
4,twohand,physical,lower,35,,,,
4,twohand,physical,lower,36,,,,
4,twohand,physical,lower,37,,,,
4,twohand,physical,lower,38,,,,
4,twohand,physical,lower,39,,,,
4,twohand,physical,lower,40,,,,
4,twohand,physical,lower,41,,,,
4,twohand,physical,lower,42,,,,
4,twohand,physical,lower,43,,,,
4,twohand,physical,lower,44,,,,
4,twohand,physical,lower,45,,,,
4,twohand,physical,lower,46,,,,
4,twohand,physical,lower,47,,,,
4,twohand,physical,lower,48,,,,
4,twohand,physical,lower,49,,,,
4,twohand,physical,lower,50,,,,
4,onehand,visual,upper,1,,,,
4,onehand,visual,upper,2,,,,
4,onehand,visual,upper,3,,,,
4,onehand,visual,upper,4,,,,
4,onehand,visual,upper,5,,,,
4,onehand,visual,upper,6,,,,
4,onehand,visual,upper,7,,,,
4,onehand,visual,upper,8,,,,
4,onehand,visual,upper,9,,,,
4,onehand,visual,upper,10,,,,
4,onehand,visual,upper,11,,,,
4,onehand,visual,upper,12,,,,
4,onehand,visual,upper,13,,,,
4,onehand,visual,upper,14,,,,
4,onehand,visual,upper,15,,,,
4,onehand,visual,upper,16,,,,
4,onehand,visual,upper,17,,,,
4,onehand,visual,upper,18,,,,
4,onehand,visual,upper,19,,,,
4,onehand,visual,upper,20,,,,
4,onehand,visual,upper,21,,,,
4,onehand,visual,upper,22,,,,
4,onehand,visual,upper,23,,,,
4,onehand,visual,upper,24,,,,
4,onehand,visual,upper,25,,,,
4,onehand,visual,upper,26,,,,
4,onehand,visual,upper,27,,,,
4,onehand,visual,upper,28,,,,
4,onehand,visual,upper,29,,,,
4,onehand,visual,upper,30,,,,
4,onehand,visual,upper,31,,,,
4,onehand,visual,upper,32,,,,
4,onehand,visual,upper,33,,,,
4,onehand,visual,upper,34,,,,
4,onehand,visual,upper,35,,,,
4,onehand,visual,upper,36,,,,
4,onehand,visual,upper,37,,,,
4,onehand,visual,upper,38,,,,
4,onehand,visual,upper,39,,,,
4,onehand,visual,upper,40,,,,
4,onehand,visual,upper,41,,,,
4,onehand,visual,upper,42,,,,
4,onehand,visual,upper,43,,,,
4,onehand,visual,upper,44,,,,
4,onehand,visual,upper,45,,,,
4,onehand,visual,upper,46,,,,
4,onehand,visual,upper,47,,,,
4,onehand,visual,upper,48,,,,
4,onehand,visual,upper,49,,,,
4,onehand,visual,upper,50,,,,
4,twohand,visual,lower,1,,,,
4,twohand,visual,lower,2,,,,
4,twohand,visual,lower,3,,,,
4,twohand,visual,lower,4,,,,
4,twohand,visual,lower,5,,,,
4,twohand,visual,lower,6,,,,
4,twohand,visual,lower,7,,,,
4,twohand,visual,lower,8,,,,
4,twohand,visual,lower,9,,,,
4,twohand,visual,lower,10,,,,
4,twohand,visual,lower,11,,,,
4,twohand,visual,lower,12,,,,
4,twohand,visual,lower,13,,,,
4,twohand,visual,lower,14,,,,
4,twohand,visual,lower,15,,,,
4,twohand,visual,lower,16,,,,
4,twohand,visual,lower,17,,,,
4,twohand,visual,lower,18,,,,
4,twohand,visual,lower,19,,,,
4,twohand,visual,lower,20,,,,
4,twohand,visual,lower,21,,,,
4,twohand,visual,lower,22,,,,
4,twohand,visual,lower,23,,,,
4,twohand,visual,lower,24,,,,
4,twohand,visual,lower,25,,,,
4,twohand,visual,lower,26,,,,
4,twohand,visual,lower,27,,,,
4,twohand,visual,lower,28,,,,
4,twohand,visual,lower,29,,,,
4,twohand,visual,lower,30,,,,
4,twohand,visual,lower,31,,,,
4,twohand,visual,lower,32,,,,
4,twohand,visual,lower,33,,,,
4,twohand,visual,lower,34,,,,
4,twohand,visual,lower,35,,,,
4,twohand,visual,lower,36,,,,
4,twohand,visual,lower,37,,,,
4,twohand,visual,lower,38,,,,
4,twohand,visual,lower,39,,,,
4,twohand,visual,lower,40,,,,
4,twohand,visual,lower,41,,,,
4,twohand,visual,lower,42,,,,
4,twohand,visual,lower,43,,,,
4,twohand,visual,lower,44,,,,
4,twohand,visual,lower,45,,,,
4,twohand,visual,lower,46,,,,
4,twohand,visual,lower,47,,,,
4,twohand,visual,lower,48,,,,
4,twohand,visual,lower,49,,,,
4,twohand,visual,lower,50,,,,
4,onehand,physical,upper,1,,,,
4,onehand,physical,upper,2,,,,
4,onehand,physical,upper,3,,,,
4,onehand,physical,upper,4,,,,
4,onehand,physical,upper,5,,,,
4,onehand,physical,upper,6,,,,
4,onehand,physical,upper,7,,,,
4,onehand,physical,upper,8,,,,
4,onehand,physical,upper,9,,,,
4,onehand,physical,upper,10,,,,
4,onehand,physical,upper,11,,,,
4,onehand,physical,upper,12,,,,
4,onehand,physical,upper,13,,,,
4,onehand,physical,upper,14,,,,
4,onehand,physical,upper,15,,,,
4,onehand,physical,upper,16,,,,
4,onehand,physical,upper,17,,,,
4,onehand,physical,upper,18,,,,
4,onehand,physical,upper,19,,,,
4,onehand,physical,upper,20,,,,
4,onehand,physical,upper,21,,,,
4,onehand,physical,upper,22,,,,
4,onehand,physical,upper,23,,,,
4,onehand,physical,upper,24,,,,
4,onehand,physical,upper,25,,,,
4,onehand,physical,upper,26,,,,
4,onehand,physical,upper,27,,,,
4,onehand,physical,upper,28,,,,
4,onehand,physical,upper,29,,,,
4,onehand,physical,upper,30,,,,
4,onehand,physical,upper,31,,,,
4,onehand,physical,upper,32,,,,
4,onehand,physical,upper,33,,,,
4,onehand,physical,upper,34,,,,
4,onehand,physical,upper,35,,,,
4,onehand,physical,upper,36,,,,
4,onehand,physical,upper,37,,,,
4,onehand,physical,upper,38,,,,
4,onehand,physical,upper,39,,,,
4,onehand,physical,upper,40,,,,
4,onehand,physical,upper,41,,,,
4,onehand,physical,upper,42,,,,
4,onehand,physical,upper,43,,,,
4,onehand,physical,upper,44,,,,
4,onehand,physical,upper,45,,,,
4,onehand,physical,upper,46,,,,
4,onehand,physical,upper,47,,,,
4,onehand,physical,upper,48,,,,
4,onehand,physical,upper,49,,,,
4,onehand,physical,upper,50,,,,
