Participant,Technique,FixedFactor,Threshold,Trial,RadiusChange,StepSize,Response,Reversal
1,twohand,physical,lower,9,,,,
1,twohand,physical,lower,10,,,,
1,twohand,physical,lower,11,,,,
1,twohand,physical,lower,12,,,,
1,twohand,physical,lower,13,,,,
1,twohand,physical,lower,14,,,,
1,twohand,physical,lower,15,,,,
1,twohand,physical,lower,16,,,,
1,twohand,physical,lower,17,,,,
1,twohand,physical,lower,18,,,,
1,twohand,physical,lower,19,,,,
1,twohand,physical,lower,20,,,,
1,twohand,physical,lower,21,,,,
1,twohand,physical,lower,22,,,,
1,twohand,physical,lower,23,,,,
1,twohand,physical,lower,24,,,,
1,twohand,physical,lower,25,,,,
1,twohand,physical,lower,26,,,,
1,twohand,physical,lower,27,,,,
1,twohand,physical,lower,28,,,,
1,twohand,physical,lower,29,,,,
1,twohand,physical,lower,30,,,,
1,twohand,physical,lower,31,,,,
1,twohand,physical,lower,32,,,,
1,twohand,physical,lower,33,,,,
1,twohand,physical,lower,34,,,,
1,twohand,physical,lower,35,,,,
1,twohand,physical,lower,36,,,,
1,twohand,physical,lower,37,,,,
1,twohand,physical,lower,38,,,,
1,twohand,physical,lower,39,,,,
1,twohand,physical,lower,40,,,,
1,twohand,physical,lower,41,,,,
1,twohand,physical,lower,42,,,,
1,twohand,physical,lower,43,,,,
1,twohand,physical,lower,44,,,,
1,twohand,physical,lower,45,,,,
1,twohand,physical,lower,46,,,,
1,twohand,physical,lower,47,,,,
1,twohand,physical,lower,48,,,,
1,twohand,physical,lower,49,,,,
1,twohand,physical,lower,50,,,,
1,twohand,visual,lower,1,,,,
1,twohand,visual,lower,2,,,,
1,twohand,visual,lower,3,,,,
1,twohand,visual,lower,4,,,,
1,twohand,visual,lower,5,,,,
1,twohand,visual,lower,6,,,,
1,twohand,visual,lower,7,,,,
1,twohand,visual,lower,8,,,,
1,twohand,visual,lower,9,,,,
1,twohand,visual,lower,10,,,,
1,twohand,visual,lower,11,,,,
1,twohand,visual,lower,12,,,,
1,twohand,visual,lower,13,,,,
1,twohand,visual,lower,14,,,,
1,twohand,visual,lower,15,,,,
1,twohand,visual,lower,16,,,,
1,twohand,visual,lower,17,,,,
1,twohand,visual,lower,18,,,,
1,twohand,visual,lower,19,,,,
1,twohand,visual,lower,20,,,,
1,twohand,visual,lower,21,,,,
1,twohand,visual,lower,22,,,,
1,twohand,visual,lower,23,,,,
1,twohand,visual,lower,24,,,,
1,twohand,visual,lower,25,,,,
1,twohand,visual,lower,26,,,,
1,twohand,visual,lower,27,,,,
1,twohand,visual,lower,28,,,,
1,twohand,visual,lower,29,,,,
1,twohand,visual,lower,30,,,,
1,twohand,visual,lower,31,,,,
1,twohand,visual,lower,32,,,,
1,twohand,visual,lower,33,,,,
1,twohand,visual,lower,34,,,,
1,twohand,visual,lower,35,,,,
1,twohand,visual,lower,36,,,,
1,twohand,visual,lower,37,,,,
1,twohand,visual,lower,38,,,,
1,twohand,visual,lower,39,,,,
1,twohand,visual,lower,40,,,,
1,twohand,visual,lower,41,,,,
1,twohand,visual,lower,42,,,,
1,twohand,visual,lower,43,,,,
1,twohand,visual,lower,44,,,,
1,twohand,visual,lower,45,,,,
1,twohand,visual,lower,46,,,,
1,twohand,visual,lower,47,,,,
1,twohand,visual,lower,48,,,,
1,twohand,visual,lower,49,,,,
1,twohand,visual,lower,50,,,,
1,onehand,physical,upper,1,,,,
1,onehand,physical,upper,2,,,,
1,onehand,physical,upper,3,,,,
1,onehand,physical,upper,4,,,,
1,onehand,physical,upper,5,,,,
1,onehand,physical,upper,6,,,,
1,onehand,physical,upper,7,,,,
1,onehand,physical,upper,8,,,,
1,onehand,physical,upper,9,,,,
1,onehand,physical,upper,10,,,,
1,onehand,physical,upper,11,,,,
1,onehand,physical,upper,12,,,,
1,onehand,physical,upper,13,,,,
1,onehand,physical,upper,14,,,,
1,onehand,physical,upper,15,,,,
1,onehand,physical,upper,16,,,,
1,onehand,physical,upper,17,,,,
1,onehand,physical,upper,18,,,,
1,onehand,physical,upper,19,,,,
1,onehand,physical,upper,20,,,,
1,onehand,physical,upper,21,,,,
1,onehand,physical,upper,22,,,,
1,onehand,physical,upper,23,,,,
1,onehand,physical,upper,24,,,,
1,onehand,physical,upper,25,,,,
1,onehand,physical,upper,26,,,,
1,onehand,physical,upper,27,,,,
1,onehand,physical,upper,28,,,,
1,onehand,physical,upper,29,,,,
1,onehand,physical,upper,30,,,,
1,onehand,physical,upper,31,,,,
1,onehand,physical,upper,32,,,,
1,onehand,physical,upper,33,,,,
1,onehand,physical,upper,34,,,,
1,onehand,physical,upper,35,,,,
1,onehand,physical,upper,36,,,,
1,onehand,physical,upper,37,,,,
1,onehand,physical,upper,38,,,,
1,onehand,physical,upper,39,,,,
1,onehand,physical,upper,40,,,,
1,onehand,physical,upper,41,,,,
1,onehand,physical,upper,42,,,,
1,onehand,physical,upper,43,,,,
1,onehand,physical,upper,44,,,,
1,onehand,physical,upper,45,,,,
1,onehand,physical,upper,46,,,,
1,onehand,physical,upper,47,,,,
1,onehand,physical,upper,48,,,,
1,onehand,physical,upper,49,,,,
1,onehand,physical,upper,50,,,,
1,onehand,physical,lower,1,,,,
1,onehand,physical,lower,2,,,,
1,onehand,physical,lower,3,,,,
1,onehand,physical,lower,4,,,,
1,onehand,physical,lower,5,,,,
1,onehand,physical,lower,6,,,,
1,onehand,physical,lower,7,,,,
1,onehand,physical,lower,8,,,,
1,onehand,physical,lower,9,,,,
1,onehand,physical,lower,10,,,,
1,onehand,physical,lower,11,,,,
1,onehand,physical,lower,12,,,,
1,onehand,physical,lower,13,,,,
1,onehand,physical,lower,14,,,,
1,onehand,physical,lower,15,,,,
1,onehand,physical,lower,16,,,,
1,onehand,physical,lower,17,,,,
1,onehand,physical,lower,18,,,,
1,onehand,physical,lower,19,,,,
1,onehand,physical,lower,20,,,,
1,onehand,physical,lower,21,,,,
1,onehand,physical,lower,22,,,,
1,onehand,physical,lower,23,,,,
1,onehand,physical,lower,24,,,,
1,onehand,physical,lower,25,,,,
1,onehand,physical,lower,26,,,,
1,onehand,physical,lower,27,,,,
1,onehand,physical,lower,28,,,,
1,onehand,physical,lower,29,,,,
1,onehand,physical,lower,30,,,,
1,onehand,physical,lower,31,,,,
1,onehand,physical,lower,32,,,,
1,onehand,physical,lower,33,,,,
1,onehand,physical,lower,34,,,,
1,onehand,physical,lower,35,,,,
1,onehand,physical,lower,36,,,,
1,onehand,physical,lower,37,,,,
1,onehand,physical,lower,38,,,,
1,onehand,physical,lower,39,,,,
1,onehand,physical,lower,40,,,,
1,onehand,physical,lower,41,,,,
1,onehand,physical,lower,42,,,,
1,onehand,physical,lower,43,,,,
1,onehand,physical,lower,44,,,,
1,onehand,physical,lower,45,,,,
1,onehand,physical,lower,46,,,,
1,onehand,physical,lower,47,,,,
1,onehand,physical,lower,48,,,,
1,onehand,physical,lower,49,,,,
1,onehand,physical,lower,50,,,,
1,twohand,visual,upper,1,,,,
1,twohand,visual,upper,2,,,,
1,twohand,visual,upper,3,,,,
1,twohand,visual,upper,4,,,,
1,twohand,visual,upper,5,,,,
1,twohand,visual,upper,6,,,,
1,twohand,visual,upper,7,,,,
1,twohand,visual,upper,8,,,,
1,twohand,visual,upper,9,,,,
1,twohand,visual,upper,10,,,,
1,twohand,visual,upper,11,,,,
1,twohand,visual,upper,12,,,,
1,twohand,visual,upper,13,,,,
1,twohand,visual,upper,14,,,,
1,twohand,visual,upper,15,,,,
1,twohand,visual,upper,16,,,,
1,twohand,visual,upper,17,,,,
1,twohand,visual,upper,18,,,,
1,twohand,visual,upper,19,,,,
1,twohand,visual,upper,20,,,,
1,twohand,visual,upper,21,,,,
1,twohand,visual,upper,22,,,,
1,twohand,visual,upper,23,,,,
1,twohand,visual,upper,24,,,,
1,twohand,visual,upper,25,,,,
1,twohand,visual,upper,26,,,,
1,twohand,visual,upper,27,,,,
1,twohand,visual,upper,28,,,,
1,twohand,visual,upper,29,,,,
1,twohand,visual,upper,30,,,,
1,twohand,visual,upper,31,,,,
1,twohand,visual,upper,32,,,,
1,twohand,visual,upper,33,,,,
1,twohand,visual,upper,34,,,,
1,twohand,visual,upper,35,,,,
1,twohand,visual,upper,36,,,,
1,twohand,visual,upper,37,,,,
1,twohand,visual,upper,38,,,,
1,twohand,visual,upper,39,,,,
1,twohand,visual,upper,40,,,,
1,twohand,visual,upper,41,,,,
1,twohand,visual,upper,42,,,,
1,twohand,visual,upper,43,,,,
1,twohand,visual,upper,44,,,,
1,twohand,visual,upper,45,,,,
1,twohand,visual,upper,46,,,,
1,twohand,visual,upper,47,,,,
1,twohand,visual,upper,48,,,,
1,twohand,visual,upper,49,,,,
1,twohand,visual,upper,50,,,,
1,twohand,physical,upper,1,,,,
1,twohand,physical,upper,2,,,,
1,twohand,physical,upper,3,,,,
1,twohand,physical,upper,4,,,,
1,twohand,physical,upper,5,,,,
1,twohand,physical,upper,6,,,,
1,twohand,physical,upper,7,,,,
1,twohand,physical,upper,8,,,,
1,twohand,physical,upper,9,,,,
1,twohand,physical,upper,10,,,,
1,twohand,physical,upper,11,,,,
1,twohand,physical,upper,12,,,,
1,twohand,physical,upper,13,,,,
1,twohand,physical,upper,14,,,,
1,twohand,physical,upper,15,,,,
1,twohand,physical,upper,16,,,,
1,twohand,physical,upper,17,,,,
1,twohand,physical,upper,18,,,,
1,twohand,physical,upper,19,,,,
1,twohand,physical,upper,20,,,,
1,twohand,physical,upper,21,,,,
1,twohand,physical,upper,22,,,,
1,twohand,physical,upper,23,,,,
1,twohand,physical,upper,24,,,,
1,twohand,physical,upper,25,,,,
1,twohand,physical,upper,26,,,,
1,twohand,physical,upper,27,,,,
1,twohand,physical,upper,28,,,,
1,twohand,physical,upper,29,,,,
1,twohand,physical,upper,30,,,,
1,twohand,physical,upper,31,,,,
1,twohand,physical,upper,32,,,,
1,twohand,physical,upper,33,,,,
1,twohand,physical,upper,34,,,,
1,twohand,physical,upper,35,,,,
1,twohand,physical,upper,36,,,,
1,twohand,physical,upper,37,,,,
1,twohand,physical,upper,38,,,,
1,twohand,physical,upper,39,,,,
1,twohand,physical,upper,40,,,,
1,twohand,physical,upper,41,,,,
1,twohand,physical,upper,42,,,,
1,twohand,physical,upper,43,,,,
1,twohand,physical,upper,44,,,,
1,twohand,physical,upper,45,,,,
1,twohand,physical,upper,46,,,,
1,twohand,physical,upper,47,,,,
1,twohand,physical,upper,48,,,,
1,twohand,physical,upper,49,,,,
1,twohand,physical,upper,50,,,,
1,onehand,visual,upper,1,,,,
1,onehand,visual,upper,2,,,,
1,onehand,visual,upper,3,,,,
1,onehand,visual,upper,4,,,,
1,onehand,visual,upper,5,,,,
1,onehand,visual,upper,6,,,,
1,onehand,visual,upper,7,,,,
1,onehand,visual,upper,8,,,,
1,onehand,visual,upper,9,,,,
1,onehand,visual,upper,10,,,,
1,onehand,visual,upper,11,,,,
1,onehand,visual,upper,12,,,,
1,onehand,visual,upper,13,,,,
1,onehand,visual,upper,14,,,,
1,onehand,visual,upper,15,,,,
1,onehand,visual,upper,16,,,,
1,onehand,visual,upper,17,,,,
1,onehand,visual,upper,18,,,,
1,onehand,visual,upper,19,,,,
1,onehand,visual,upper,20,,,,
1,onehand,visual,upper,21,,,,
1,onehand,visual,upper,22,,,,
1,onehand,visual,upper,23,,,,
1,onehand,visual,upper,24,,,,
1,onehand,visual,upper,25,,,,
1,onehand,visual,upper,26,,,,
1,onehand,visual,upper,27,,,,
1,onehand,visual,upper,28,,,,
1,onehand,visual,upper,29,,,,
1,onehand,visual,upper,30,,,,
1,onehand,visual,upper,31,,,,
1,onehand,visual,upper,32,,,,
1,onehand,visual,upper,33,,,,
1,onehand,visual,upper,34,,,,
1,onehand,visual,upper,35,,,,
1,onehand,visual,upper,36,,,,
1,onehand,visual,upper,37,,,,
1,onehand,visual,upper,38,,,,
1,onehand,visual,upper,39,,,,
1,onehand,visual,upper,40,,,,
1,onehand,visual,upper,41,,,,
1,onehand,visual,upper,42,,,,
1,onehand,visual,upper,43,,,,
1,onehand,visual,upper,44,,,,
1,onehand,visual,upper,45,,,,
1,onehand,visual,upper,46,,,,
1,onehand,visual,upper,47,,,,
1,onehand,visual,upper,48,,,,
1,onehand,visual,upper,49,,,,
1,onehand,visual,upper,50,,,,
