Participant,Technique,FixedFactor,Threshold,Trial,RadiusChange,StepSize,Response,Reversal
8,twohand,visual,upper,2,,,,
8,twohand,visual,upper,3,,,,
8,twohand,visual,upper,4,,,,
8,twohand,visual,upper,5,,,,
8,twohand,visual,upper,6,,,,
8,twohand,visual,upper,7,,,,
8,twohand,visual,upper,8,,,,
8,twohand,visual,upper,9,,,,
8,twohand,visual,upper,10,,,,
8,twohand,visual,upper,11,,,,
8,twohand,visual,upper,12,,,,
8,twohand,visual,upper,13,,,,
8,twohand,visual,upper,14,,,,
8,twohand,visual,upper,15,,,,
8,twohand,visual,upper,16,,,,
8,twohand,visual,upper,17,,,,
8,twohand,visual,upper,18,,,,
8,twohand,visual,upper,19,,,,
8,twohand,visual,upper,20,,,,
8,twohand,visual,upper,21,,,,
8,twohand,visual,upper,22,,,,
8,twohand,visual,upper,23,,,,
8,twohand,visual,upper,24,,,,
8,twohand,visual,upper,25,,,,
8,twohand,visual,upper,26,,,,
8,twohand,visual,upper,27,,,,
8,twohand,visual,upper,28,,,,
8,twohand,visual,upper,29,,,,
8,twohand,visual,upper,30,,,,
8,twohand,visual,upper,31,,,,
8,twohand,visual,upper,32,,,,
8,twohand,visual,upper,33,,,,
8,twohand,visual,upper,34,,,,
8,twohand,visual,upper,35,,,,
8,twohand,visual,upper,36,,,,
8,twohand,visual,upper,37,,,,
8,twohand,visual,upper,38,,,,
8,twohand,visual,upper,39,,,,
8,twohand,visual,upper,40,,,,
8,twohand,visual,upper,41,,,,
8,twohand,visual,upper,42,,,,
8,twohand,visual,upper,43,,,,
8,twohand,visual,upper,44,,,,
8,twohand,visual,upper,45,,,,
8,twohand,visual,upper,46,,,,
8,twohand,visual,upper,47,,,,
8,twohand,visual,upper,48,,,,
8,twohand,visual,upper,49,,,,
8,twohand,visual,upper,50,,,,
8,twohand,physical,lower,1,,,,
8,twohand,physical,lower,2,,,,
8,twohand,physical,lower,3,,,,
8,twohand,physical,lower,4,,,,
8,twohand,physical,lower,5,,,,
8,twohand,physical,lower,6,,,,
8,twohand,physical,lower,7,,,,
8,twohand,physical,lower,8,,,,
8,twohand,physical,lower,9,,,,
8,twohand,physical,lower,10,,,,
8,twohand,physical,lower,11,,,,
8,twohand,physical,lower,12,,,,
8,twohand,physical,lower,13,,,,
8,twohand,physical,lower,14,,,,
8,twohand,physical,lower,15,,,,
8,twohand,physical,lower,16,,,,
8,twohand,physical,lower,17,,,,
8,twohand,physical,lower,18,,,,
8,twohand,physical,lower,19,,,,
8,twohand,physical,lower,20,,,,
8,twohand,physical,lower,21,,,,
8,twohand,physical,lower,22,,,,
8,twohand,physical,lower,23,,,,
8,twohand,physical,lower,24,,,,
8,twohand,physical,lower,25,,,,
8,twohand,physical,lower,26,,,,
8,twohand,physical,lower,27,,,,
8,twohand,physical,lower,28,,,,
8,twohand,physical,lower,29,,,,
8,twohand,physical,lower,30,,,,
8,twohand,physical,lower,31,,,,
8,twohand,physical,lower,32,,,,
8,twohand,physical,lower,33,,,,
8,twohand,physical,lower,34,,,,
8,twohand,physical,lower,35,,,,
8,twohand,physical,lower,36,,,,
8,twohand,physical,lower,37,,,,
8,twohand,physical,lower,38,,,,
8,twohand,physical,lower,39,,,,
8,twohand,physical,lower,40,,,,
8,twohand,physical,lower,41,,,,
8,twohand,physical,lower,42,,,,
8,twohand,physical,lower,43,,,,
8,twohand,physical,lower,44,,,,
8,twohand,physical,lower,45,,,,
8,twohand,physical,lower,46,,,,
8,twohand,physical,lower,47,,,,
8,twohand,physical,lower,48,,,,
8,twohand,physical,lower,49,,,,
8,twohand,physical,lower,50,,,,
