Participant,Technique,FixedFactor,Threshold,Trial,RadiusChange,StepSize,Response,Reversal
12,onehand,physical,upper,1,,,,
12,onehand,physical,upper,2,,,,
12,onehand,physical,upper,3,,,,
12,onehand,physical,upper,4,,,,
12,onehand,physical,upper,5,,,,
12,onehand,physical,upper,6,,,,
12,onehand,physical,upper,7,,,,
12,onehand,physical,upper,8,,,,
12,onehand,physical,upper,9,,,,
12,onehand,physical,upper,10,,,,
12,onehand,physical,upper,11,,,,
12,onehand,physical,upper,12,,,,
12,onehand,physical,upper,13,,,,
12,onehand,physical,upper,14,,,,
12,onehand,physical,upper,15,,,,
12,onehand,physical,upper,16,,,,
12,onehand,physical,upper,17,,,,
12,onehand,physical,upper,18,,,,
12,onehand,physical,upper,19,,,,
12,onehand,physical,upper,20,,,,
12,onehand,physical,upper,21,,,,
12,onehand,physical,upper,22,,,,
12,onehand,physical,upper,23,,,,
12,onehand,physical,upper,24,,,,
12,onehand,physical,upper,25,,,,
12,onehand,physical,upper,26,,,,
12,onehand,physical,upper,27,,,,
12,onehand,physical,upper,28,,,,
12,onehand,physical,upper,29,,,,
12,onehand,physical,upper,30,,,,
12,onehand,physical,upper,31,,,,
12,onehand,physical,upper,32,,,,
12,onehand,physical,upper,33,,,,
12,onehand,physical,upper,34,,,,
12,onehand,physical,upper,35,,,,
12,onehand,physical,upper,36,,,,
12,onehand,physical,upper,37,,,,
12,onehand,physical,upper,38,,,,
12,onehand,physical,upper,39,,,,
12,onehand,physical,upper,40,,,,
12,onehand,physical,upper,41,,,,
12,onehand,physical,upper,42,,,,
12,onehand,physical,upper,43,,,,
12,onehand,physical,upper,44,,,,
12,onehand,physical,upper,45,,,,
12,onehand,physical,upper,46,,,,
12,onehand,physical,upper,47,,,,
12,onehand,physical,upper,48,,,,
12,onehand,physical,upper,49,,,,
12,onehand,physical,upper,50,,,,
12,twohand,physical,lower,1,,,,
12,twohand,physical,lower,2,,,,
12,twohand,physical,lower,3,,,,
12,twohand,physical,lower,4,,,,
12,twohand,physical,lower,5,,,,
12,twohand,physical,lower,6,,,,
12,twohand,physical,lower,7,,,,
12,twohand,physical,lower,8,,,,
12,twohand,physical,lower,9,,,,
12,twohand,physical,lower,10,,,,
12,twohand,physical,lower,11,,,,
12,twohand,physical,lower,12,,,,
12,twohand,physical,lower,13,,,,
12,twohand,physical,lower,14,,,,
12,twohand,physical,lower,15,,,,
12,twohand,physical,lower,16,,,,
12,twohand,physical,lower,17,,,,
12,twohand,physical,lower,18,,,,
12,twohand,physical,lower,19,,,,
12,twohand,physical,lower,20,,,,
12,twohand,physical,lower,21,,,,
12,twohand,physical,lower,22,,,,
12,twohand,physical,lower,23,,,,
12,twohand,physical,lower,24,,,,
12,twohand,physical,lower,25,,,,
12,twohand,physical,lower,26,,,,
12,twohand,physical,lower,27,,,,
12,twohand,physical,lower,28,,,,
12,twohand,physical,lower,29,,,,
12,twohand,physical,lower,30,,,,
12,twohand,physical,lower,31,,,,
12,twohand,physical,lower,32,,,,
12,twohand,physical,lower,33,,,,
12,twohand,physical,lower,34,,,,
12,twohand,physical,lower,35,,,,
12,twohand,physical,lower,36,,,,
12,twohand,physical,lower,37,,,,
12,twohand,physical,lower,38,,,,
12,twohand,physical,lower,39,,,,
12,twohand,physical,lower,40,,,,
12,twohand,physical,lower,41,,,,
12,twohand,physical,lower,42,,,,
12,twohand,physical,lower,43,,,,
12,twohand,physical,lower,44,,,,
12,twohand,physical,lower,45,,,,
12,twohand,physical,lower,46,,,,
12,twohand,physical,lower,47,,,,
12,twohand,physical,lower,48,,,,
12,twohand,physical,lower,49,,,,
12,twohand,physical,lower,50,,,,
12,onehand,physical,lower,1,,,,
12,onehand,physical,lower,2,,,,
12,onehand,physical,lower,3,,,,
12,onehand,physical,lower,4,,,,
12,onehand,physical,lower,5,,,,
12,onehand,physical,lower,6,,,,
12,onehand,physical,lower,7,,,,
12,onehand,physical,lower,8,,,,
12,onehand,physical,lower,9,,,,
12,onehand,physical,lower,10,,,,
12,onehand,physical,lower,11,,,,
12,onehand,physical,lower,12,,,,
12,onehand,physical,lower,13,,,,
12,onehand,physical,lower,14,,,,
12,onehand,physical,lower,15,,,,
12,onehand,physical,lower,16,,,,
12,onehand,physical,lower,17,,,,
12,onehand,physical,lower,18,,,,
12,onehand,physical,lower,19,,,,
12,onehand,physical,lower,20,,,,
12,onehand,physical,lower,21,,,,
12,onehand,physical,lower,22,,,,
12,onehand,physical,lower,23,,,,
12,onehand,physical,lower,24,,,,
12,onehand,physical,lower,25,,,,
12,onehand,physical,lower,26,,,,
12,onehand,physical,lower,27,,,,
12,onehand,physical,lower,28,,,,
12,onehand,physical,lower,29,,,,
12,onehand,physical,lower,30,,,,
12,onehand,physical,lower,31,,,,
12,onehand,physical,lower,32,,,,
12,onehand,physical,lower,33,,,,
12,onehand,physical,lower,34,,,,
12,onehand,physical,lower,35,,,,
12,onehand,physical,lower,36,,,,
12,onehand,physical,lower,37,,,,
12,onehand,physical,lower,38,,,,
12,onehand,physical,lower,39,,,,
12,onehand,physical,lower,40,,,,
12,onehand,physical,lower,41,,,,
12,onehand,physical,lower,42,,,,
12,onehand,physical,lower,43,,,,
12,onehand,physical,lower,44,,,,
12,onehand,physical,lower,45,,,,
12,onehand,physical,lower,46,,,,
12,onehand,physical,lower,47,,,,
12,onehand,physical,lower,48,,,,
12,onehand,physical,lower,49,,,,
12,onehand,physical,lower,50,,,,
12,twohand,visual,lower,1,,,,
12,twohand,visual,lower,2,,,,
12,twohand,visual,lower,3,,,,
12,twohand,visual,lower,4,,,,
12,twohand,visual,lower,5,,,,
12,twohand,visual,lower,6,,,,
12,twohand,visual,lower,7,,,,
12,twohand,visual,lower,8,,,,
12,twohand,visual,lower,9,,,,
12,twohand,visual,lower,10,,,,
12,twohand,visual,lower,11,,,,
12,twohand,visual,lower,12,,,,
12,twohand,visual,lower,13,,,,
12,twohand,visual,lower,14,,,,
12,twohand,visual,lower,15,,,,
12,twohand,visual,lower,16,,,,
12,twohand,visual,lower,17,,,,
12,twohand,visual,lower,18,,,,
12,twohand,visual,lower,19,,,,
12,twohand,visual,lower,20,,,,
12,twohand,visual,lower,21,,,,
12,twohand,visual,lower,22,,,,
12,twohand,visual,lower,23,,,,
12,twohand,visual,lower,24,,,,
12,twohand,visual,lower,25,,,,
12,twohand,visual,lower,26,,,,
12,twohand,visual,lower,27,,,,
12,twohand,visual,lower,28,,,,
12,twohand,visual,lower,29,,,,
12,twohand,visual,lower,30,,,,
12,twohand,visual,lower,31,,,,
12,twohand,visual,lower,32,,,,
12,twohand,visual,lower,33,,,,
12,twohand,visual,lower,34,,,,
12,twohand,visual,lower,35,,,,
12,twohand,visual,lower,36,,,,
12,twohand,visual,lower,37,,,,
12,twohand,visual,lower,38,,,,
12,twohand,visual,lower,39,,,,
12,twohand,visual,lower,40,,,,
12,twohand,visual,lower,41,,,,
12,twohand,visual,lower,42,,,,
12,twohand,visual,lower,43,,,,
12,twohand,visual,lower,44,,,,
12,twohand,visual,lower,45,,,,
12,twohand,visual,lower,46,,,,
12,twohand,visual,lower,47,,,,
12,twohand,visual,lower,48,,,,
12,twohand,visual,lower,49,,,,
12,twohand,visual,lower,50,,,,
