Participant,Technique,FixedFactor,Threshold,Trial,RadiusChange,StepSize,Response,Reversal
2,onehand,visual,upper,29,,,,
2,onehand,visual,upper,30,,,,
2,onehand,visual,upper,31,,,,
2,onehand,visual,upper,32,,,,
2,onehand,visual,upper,33,,,,
2,onehand,visual,upper,34,,,,
2,onehand,visual,upper,35,,,,
2,onehand,visual,upper,36,,,,
2,onehand,visual,upper,37,,,,
2,onehand,visual,upper,38,,,,
2,onehand,visual,upper,39,,,,
2,onehand,visual,upper,40,,,,
2,onehand,visual,upper,41,,,,
2,onehand,visual,upper,42,,,,
2,onehand,visual,upper,43,,,,
2,onehand,visual,upper,44,,,,
2,onehand,visual,upper,45,,,,
2,onehand,visual,upper,46,,,,
2,onehand,visual,upper,47,,,,
2,onehand,visual,upper,48,,,,
2,onehand,visual,upper,49,,,,
2,onehand,visual,upper,50,,,,
2,onehand,physical,lower,1,,,,
2,onehand,physical,lower,2,,,,
2,onehand,physical,lower,3,,,,
2,onehand,physical,lower,4,,,,
2,onehand,physical,lower,5,,,,
2,onehand,physical,lower,6,,,,
2,onehand,physical,lower,7,,,,
2,onehand,physical,lower,8,,,,
2,onehand,physical,lower,9,,,,
2,onehand,physical,lower,10,,,,
2,onehand,physical,lower,11,,,,
2,onehand,physical,lower,12,,,,
2,onehand,physical,lower,13,,,,
2,onehand,physical,lower,14,,,,
2,onehand,physical,lower,15,,,,
2,onehand,physical,lower,16,,,,
2,onehand,physical,lower,17,,,,
2,onehand,physical,lower,18,,,,
2,onehand,physical,lower,19,,,,
2,onehand,physical,lower,20,,,,
2,onehand,physical,lower,21,,,,
2,onehand,physical,lower,22,,,,
2,onehand,physical,lower,23,,,,
2,onehand,physical,lower,24,,,,
2,onehand,physical,lower,25,,,,
2,onehand,physical,lower,26,,,,
2,onehand,physical,lower,27,,,,
2,onehand,physical,lower,28,,,,
2,onehand,physical,lower,29,,,,
2,onehand,physical,lower,30,,,,
2,onehand,physical,lower,31,,,,
2,onehand,physical,lower,32,,,,
2,onehand,physical,lower,33,,,,
2,onehand,physical,lower,34,,,,
2,onehand,physical,lower,35,,,,
2,onehand,physical,lower,36,,,,
2,onehand,physical,lower,37,,,,
2,onehand,physical,lower,38,,,,
2,onehand,physical,lower,39,,,,
2,onehand,physical,lower,40,,,,
2,onehand,physical,lower,41,,,,
2,onehand,physical,lower,42,,,,
2,onehand,physical,lower,43,,,,
2,onehand,physical,lower,44,,,,
2,onehand,physical,lower,45,,,,
2,onehand,physical,lower,46,,,,
2,onehand,physical,lower,47,,,,
2,onehand,physical,lower,48,,,,
2,onehand,physical,lower,49,,,,
2,onehand,physical,lower,50,,,,
2,twohand,visual,upper,1,,,,
2,twohand,visual,upper,2,,,,
2,twohand,visual,upper,3,,,,
2,twohand,visual,upper,4,,,,
2,twohand,visual,upper,5,,,,
2,twohand,visual,upper,6,,,,
2,twohand,visual,upper,7,,,,
2,twohand,visual,upper,8,,,,
2,twohand,visual,upper,9,,,,
2,twohand,visual,upper,10,,,,
2,twohand,visual,upper,11,,,,
2,twohand,visual,upper,12,,,,
2,twohand,visual,upper,13,,,,
2,twohand,visual,upper,14,,,,
2,twohand,visual,upper,15,,,,
2,twohand,visual,upper,16,,,,
2,twohand,visual,upper,17,,,,
2,twohand,visual,upper,18,,,,
2,twohand,visual,upper,19,,,,
2,twohand,visual,upper,20,,,,
2,twohand,visual,upper,21,,,,
2,twohand,visual,upper,22,,,,
2,twohand,visual,upper,23,,,,
2,twohand,visual,upper,24,,,,
2,twohand,visual,upper,25,,,,
2,twohand,visual,upper,26,,,,
2,twohand,visual,upper,27,,,,
2,twohand,visual,upper,28,,,,
2,twohand,visual,upper,29,,,,
2,twohand,visual,upper,30,,,,
2,twohand,visual,upper,31,,,,
2,twohand,visual,upper,32,,,,
2,twohand,visual,upper,33,,,,
2,twohand,visual,upper,34,,,,
2,twohand,visual,upper,35,,,,
2,twohand,visual,upper,36,,,,
2,twohand,visual,upper,37,,,,
2,twohand,visual,upper,38,,,,
2,twohand,visual,upper,39,,,,
2,twohand,visual,upper,40,,,,
2,twohand,visual,upper,41,,,,
2,twohand,visual,upper,42,,,,
2,twohand,visual,upper,43,,,,
2,twohand,visual,upper,44,,,,
2,twohand,visual,upper,45,,,,
2,twohand,visual,upper,46,,,,
2,twohand,visual,upper,47,,,,
2,twohand,visual,upper,48,,,,
2,twohand,visual,upper,49,,,,
2,twohand,visual,upper,50,,,,
2,twohand,physical,lower,1,,,,
2,twohand,physical,lower,2,,,,
2,twohand,physical,lower,3,,,,
2,twohand,physical,lower,4,,,,
2,twohand,physical,lower,5,,,,
2,twohand,physical,lower,6,,,,
2,twohand,physical,lower,7,,,,
2,twohand,physical,lower,8,,,,
2,twohand,physical,lower,9,,,,
2,twohand,physical,lower,10,,,,
2,twohand,physical,lower,11,,,,
2,twohand,physical,lower,12,,,,
2,twohand,physical,lower,13,,,,
2,twohand,physical,lower,14,,,,
2,twohand,physical,lower,15,,,,
2,twohand,physical,lower,16,,,,
2,twohand,physical,lower,17,,,,
2,twohand,physical,lower,18,,,,
2,twohand,physical,lower,19,,,,
2,twohand,physical,lower,20,,,,
2,twohand,physical,lower,21,,,,
2,twohand,physical,lower,22,,,,
2,twohand,physical,lower,23,,,,
2,twohand,physical,lower,24,,,,
2,twohand,physical,lower,25,,,,
2,twohand,physical,lower,26,,,,
2,twohand,physical,lower,27,,,,
2,twohand,physical,lower,28,,,,
2,twohand,physical,lower,29,,,,
2,twohand,physical,lower,30,,,,
2,twohand,physical,lower,31,,,,
2,twohand,physical,lower,32,,,,
2,twohand,physical,lower,33,,,,
2,twohand,physical,lower,34,,,,
2,twohand,physical,lower,35,,,,
2,twohand,physical,lower,36,,,,
2,twohand,physical,lower,37,,,,
2,twohand,physical,lower,38,,,,
2,twohand,physical,lower,39,,,,
2,twohand,physical,lower,40,,,,
2,twohand,physical,lower,41,,,,
2,twohand,physical,lower,42,,,,
2,twohand,physical,lower,43,,,,
2,twohand,physical,lower,44,,,,
2,twohand,physical,lower,45,,,,
2,twohand,physical,lower,46,,,,
2,twohand,physical,lower,47,,,,
2,twohand,physical,lower,48,,,,
2,twohand,physical,lower,49,,,,
2,twohand,physical,lower,50,,,,
2,onehand,physical,upper,1,,,,
2,onehand,physical,upper,2,,,,
2,onehand,physical,upper,3,,,,
2,onehand,physical,upper,4,,,,
2,onehand,physical,upper,5,,,,
2,onehand,physical,upper,6,,,,
2,onehand,physical,upper,7,,,,
2,onehand,physical,upper,8,,,,
2,onehand,physical,upper,9,,,,
2,onehand,physical,upper,10,,,,
2,onehand,physical,upper,11,,,,
2,onehand,physical,upper,12,,,,
2,onehand,physical,upper,13,,,,
2,onehand,physical,upper,14,,,,
2,onehand,physical,upper,15,,,,
2,onehand,physical,upper,16,,,,
2,onehand,physical,upper,17,,,,
2,onehand,physical,upper,18,,,,
2,onehand,physical,upper,19,,,,
2,onehand,physical,upper,20,,,,
2,onehand,physical,upper,21,,,,
2,onehand,physical,upper,22,,,,
2,onehand,physical,upper,23,,,,
2,onehand,physical,upper,24,,,,
2,onehand,physical,upper,25,,,,
2,onehand,physical,upper,26,,,,
2,onehand,physical,upper,27,,,,
2,onehand,physical,upper,28,,,,
2,onehand,physical,upper,29,,,,
2,onehand,physical,upper,30,,,,
2,onehand,physical,upper,31,,,,
2,onehand,physical,upper,32,,,,
2,onehand,physical,upper,33,,,,
2,onehand,physical,upper,34,,,,
2,onehand,physical,upper,35,,,,
2,onehand,physical,upper,36,,,,
2,onehand,physical,upper,37,,,,
2,onehand,physical,upper,38,,,,
2,onehand,physical,upper,39,,,,
2,onehand,physical,upper,40,,,,
2,onehand,physical,upper,41,,,,
2,onehand,physical,upper,42,,,,
2,onehand,physical,upper,43,,,,
2,onehand,physical,upper,44,,,,
2,onehand,physical,upper,45,,,,
2,onehand,physical,upper,46,,,,
2,onehand,physical,upper,47,,,,
2,onehand,physical,upper,48,,,,
2,onehand,physical,upper,49,,,,
2,onehand,physical,upper,50,,,,
2,twohand,physical,upper,1,,,,
2,twohand,physical,upper,2,,,,
2,twohand,physical,upper,3,,,,
2,twohand,physical,upper,4,,,,
2,twohand,physical,upper,5,,,,
2,twohand,physical,upper,6,,,,
2,twohand,physical,upper,7,,,,
2,twohand,physical,upper,8,,,,
2,twohand,physical,upper,9,,,,
2,twohand,physical,upper,10,,,,
2,twohand,physical,upper,11,,,,
2,twohand,physical,upper,12,,,,
2,twohand,physical,upper,13,,,,
2,twohand,physical,upper,14,,,,
2,twohand,physical,upper,15,,,,
2,twohand,physical,upper,16,,,,
2,twohand,physical,upper,17,,,,
2,twohand,physical,upper,18,,,,
2,twohand,physical,upper,19,,,,
2,twohand,physical,upper,20,,,,
2,twohand,physical,upper,21,,,,
2,twohand,physical,upper,22,,,,
2,twohand,physical,upper,23,,,,
2,twohand,physical,upper,24,,,,
2,twohand,physical,upper,25,,,,
2,twohand,physical,upper,26,,,,
2,twohand,physical,upper,27,,,,
2,twohand,physical,upper,28,,,,
2,twohand,physical,upper,29,,,,
2,twohand,physical,upper,30,,,,
2,twohand,physical,upper,31,,,,
2,twohand,physical,upper,32,,,,
2,twohand,physical,upper,33,,,,
2,twohand,physical,upper,34,,,,
2,twohand,physical,upper,35,,,,
2,twohand,physical,upper,36,,,,
2,twohand,physical,upper,37,,,,
2,twohand,physical,upper,38,,,,
2,twohand,physical,upper,39,,,,
2,twohand,physical,upper,40,,,,
2,twohand,physical,upper,41,,,,
2,twohand,physical,upper,42,,,,
2,twohand,physical,upper,43,,,,
2,twohand,physical,upper,44,,,,
2,twohand,physical,upper,45,,,,
2,twohand,physical,upper,46,,,,
2,twohand,physical,upper,47,,,,
2,twohand,physical,upper,48,,,,
2,twohand,physical,upper,49,,,,
2,twohand,physical,upper,50,,,,
2,onehand,visual,lower,1,,,,
2,onehand,visual,lower,2,,,,
2,onehand,visual,lower,3,,,,
2,onehand,visual,lower,4,,,,
2,onehand,visual,lower,5,,,,
2,onehand,visual,lower,6,,,,
2,onehand,visual,lower,7,,,,
2,onehand,visual,lower,8,,,,
2,onehand,visual,lower,9,,,,
2,onehand,visual,lower,10,,,,
2,onehand,visual,lower,11,,,,
2,onehand,visual,lower,12,,,,
2,onehand,visual,lower,13,,,,
2,onehand,visual,lower,14,,,,
2,onehand,visual,lower,15,,,,
2,onehand,visual,lower,16,,,,
2,onehand,visual,lower,17,,,,
2,onehand,visual,lower,18,,,,
2,onehand,visual,lower,19,,,,
2,onehand,visual,lower,20,,,,
2,onehand,visual,lower,21,,,,
2,onehand,visual,lower,22,,,,
2,onehand,visual,lower,23,,,,
2,onehand,visual,lower,24,,,,
2,onehand,visual,lower,25,,,,
2,onehand,visual,lower,26,,,,
2,onehand,visual,lower,27,,,,
2,onehand,visual,lower,28,,,,
2,onehand,visual,lower,29,,,,
2,onehand,visual,lower,30,,,,
2,onehand,visual,lower,31,,,,
2,onehand,visual,lower,32,,,,
2,onehand,visual,lower,33,,,,
2,onehand,visual,lower,34,,,,
2,onehand,visual,lower,35,,,,
2,onehand,visual,lower,36,,,,
2,onehand,visual,lower,37,,,,
2,onehand,visual,lower,38,,,,
2,onehand,visual,lower,39,,,,
2,onehand,visual,lower,40,,,,
2,onehand,visual,lower,41,,,,
2,onehand,visual,lower,42,,,,
2,onehand,visual,lower,43,,,,
2,onehand,visual,lower,44,,,,
2,onehand,visual,lower,45,,,,
2,onehand,visual,lower,46,,,,
2,onehand,visual,lower,47,,,,
2,onehand,visual,lower,48,,,,
2,onehand,visual,lower,49,,,,
2,onehand,visual,lower,50,,,,
