Participant,Technique,FixedFactor,Threshold,Trial,RadiusChange,StepSize,Response,Reversal
7,twohand,physical,upper,12,,,,
7,twohand,physical,upper,13,,,,
7,twohand,physical,upper,14,,,,
7,twohand,physical,upper,15,,,,
7,twohand,physical,upper,16,,,,
7,twohand,physical,upper,17,,,,
7,twohand,physical,upper,18,,,,
7,twohand,physical,upper,19,,,,
7,twohand,physical,upper,20,,,,
7,twohand,physical,upper,21,,,,
7,twohand,physical,upper,22,,,,
7,twohand,physical,upper,23,,,,
7,twohand,physical,upper,24,,,,
7,twohand,physical,upper,25,,,,
7,twohand,physical,upper,26,,,,
7,twohand,physical,upper,27,,,,
7,twohand,physical,upper,28,,,,
7,twohand,physical,upper,29,,,,
7,twohand,physical,upper,30,,,,
7,twohand,physical,upper,31,,,,
7,twohand,physical,upper,32,,,,
7,twohand,physical,upper,33,,,,
7,twohand,physical,upper,34,,,,
7,twohand,physical,upper,35,,,,
7,twohand,physical,upper,36,,,,
7,twohand,physical,upper,37,,,,
7,twohand,physical,upper,38,,,,
7,twohand,physical,upper,39,,,,
7,twohand,physical,upper,40,,,,
7,twohand,physical,upper,41,,,,
7,twohand,physical,upper,42,,,,
7,twohand,physical,upper,43,,,,
7,twohand,physical,upper,44,,,,
7,twohand,physical,upper,45,,,,
7,twohand,physical,upper,46,,,,
7,twohand,physical,upper,47,,,,
7,twohand,physical,upper,48,,,,
7,twohand,physical,upper,49,,,,
7,twohand,physical,upper,50,,,,
7,onehand,visual,lower,1,,,,
7,onehand,visual,lower,2,,,,
7,onehand,visual,lower,3,,,,
7,onehand,visual,lower,4,,,,
7,onehand,visual,lower,5,,,,
7,onehand,visual,lower,6,,,,
7,onehand,visual,lower,7,,,,
7,onehand,visual,lower,8,,,,
7,onehand,visual,lower,9,,,,
7,onehand,visual,lower,10,,,,
7,onehand,visual,lower,11,,,,
7,onehand,visual,lower,12,,,,
7,onehand,visual,lower,13,,,,
7,onehand,visual,lower,14,,,,
7,onehand,visual,lower,15,,,,
7,onehand,visual,lower,16,,,,
7,onehand,visual,lower,17,,,,
7,onehand,visual,lower,18,,,,
7,onehand,visual,lower,19,,,,
7,onehand,visual,lower,20,,,,
7,onehand,visual,lower,21,,,,
7,onehand,visual,lower,22,,,,
7,onehand,visual,lower,23,,,,
7,onehand,visual,lower,24,,,,
7,onehand,visual,lower,25,,,,
7,onehand,visual,lower,26,,,,
7,onehand,visual,lower,27,,,,
7,onehand,visual,lower,28,,,,
7,onehand,visual,lower,29,,,,
7,onehand,visual,lower,30,,,,
7,onehand,visual,lower,31,,,,
7,onehand,visual,lower,32,,,,
7,onehand,visual,lower,33,,,,
7,onehand,visual,lower,34,,,,
7,onehand,visual,lower,35,,,,
7,onehand,visual,lower,36,,,,
7,onehand,visual,lower,37,,,,
7,onehand,visual,lower,38,,,,
7,onehand,visual,lower,39,,,,
7,onehand,visual,lower,40,,,,
7,onehand,visual,lower,41,,,,
7,onehand,visual,lower,42,,,,
7,onehand,visual,lower,43,,,,
7,onehand,visual,lower,44,,,,
7,onehand,visual,lower,45,,,,
7,onehand,visual,lower,46,,,,
7,onehand,visual,lower,47,,,,
7,onehand,visual,lower,48,,,,
7,onehand,visual,lower,49,,,,
7,onehand,visual,lower,50,,,,
7,twohand,visual,lower,1,,,,
7,twohand,visual,lower,2,,,,
7,twohand,visual,lower,3,,,,
7,twohand,visual,lower,4,,,,
7,twohand,visual,lower,5,,,,
7,twohand,visual,lower,6,,,,
7,twohand,visual,lower,7,,,,
7,twohand,visual,lower,8,,,,
7,twohand,visual,lower,9,,,,
7,twohand,visual,lower,10,,,,
7,twohand,visual,lower,11,,,,
7,twohand,visual,lower,12,,,,
7,twohand,visual,lower,13,,,,
7,twohand,visual,lower,14,,,,
7,twohand,visual,lower,15,,,,
7,twohand,visual,lower,16,,,,
7,twohand,visual,lower,17,,,,
7,twohand,visual,lower,18,,,,
7,twohand,visual,lower,19,,,,
7,twohand,visual,lower,20,,,,
7,twohand,visual,lower,21,,,,
7,twohand,visual,lower,22,,,,
7,twohand,visual,lower,23,,,,
7,twohand,visual,lower,24,,,,
7,twohand,visual,lower,25,,,,
7,twohand,visual,lower,26,,,,
7,twohand,visual,lower,27,,,,
7,twohand,visual,lower,28,,,,
7,twohand,visual,lower,29,,,,
7,twohand,visual,lower,30,,,,
7,twohand,visual,lower,31,,,,
7,twohand,visual,lower,32,,,,
7,twohand,visual,lower,33,,,,
7,twohand,visual,lower,34,,,,
7,twohand,visual,lower,35,,,,
7,twohand,visual,lower,36,,,,
7,twohand,visual,lower,37,,,,
7,twohand,visual,lower,38,,,,
7,twohand,visual,lower,39,,,,
7,twohand,visual,lower,40,,,,
7,twohand,visual,lower,41,,,,
7,twohand,visual,lower,42,,,,
7,twohand,visual,lower,43,,,,
7,twohand,visual,lower,44,,,,
7,twohand,visual,lower,45,,,,
7,twohand,visual,lower,46,,,,
7,twohand,visual,lower,47,,,,
7,twohand,visual,lower,48,,,,
7,twohand,visual,lower,49,,,,
7,twohand,visual,lower,50,,,,
7,twohand,physical,lower,1,,,,
7,twohand,physical,lower,2,,,,
7,twohand,physical,lower,3,,,,
7,twohand,physical,lower,4,,,,
7,twohand,physical,lower,5,,,,
7,twohand,physical,lower,6,,,,
7,twohand,physical,lower,7,,,,
7,twohand,physical,lower,8,,,,
7,twohand,physical,lower,9,,,,
7,twohand,physical,lower,10,,,,
7,twohand,physical,lower,11,,,,
7,twohand,physical,lower,12,,,,
7,twohand,physical,lower,13,,,,
7,twohand,physical,lower,14,,,,
7,twohand,physical,lower,15,,,,
7,twohand,physical,lower,16,,,,
7,twohand,physical,lower,17,,,,
7,twohand,physical,lower,18,,,,
7,twohand,physical,lower,19,,,,
7,twohand,physical,lower,20,,,,
7,twohand,physical,lower,21,,,,
7,twohand,physical,lower,22,,,,
7,twohand,physical,lower,23,,,,
7,twohand,physical,lower,24,,,,
7,twohand,physical,lower,25,,,,
7,twohand,physical,lower,26,,,,
7,twohand,physical,lower,27,,,,
7,twohand,physical,lower,28,,,,
7,twohand,physical,lower,29,,,,
7,twohand,physical,lower,30,,,,
7,twohand,physical,lower,31,,,,
7,twohand,physical,lower,32,,,,
7,twohand,physical,lower,33,,,,
7,twohand,physical,lower,34,,,,
7,twohand,physical,lower,35,,,,
7,twohand,physical,lower,36,,,,
7,twohand,physical,lower,37,,,,
7,twohand,physical,lower,38,,,,
7,twohand,physical,lower,39,,,,
7,twohand,physical,lower,40,,,,
7,twohand,physical,lower,41,,,,
7,twohand,physical,lower,42,,,,
7,twohand,physical,lower,43,,,,
7,twohand,physical,lower,44,,,,
7,twohand,physical,lower,45,,,,
7,twohand,physical,lower,46,,,,
7,twohand,physical,lower,47,,,,
7,twohand,physical,lower,48,,,,
7,twohand,physical,lower,49,,,,
7,twohand,physical,lower,50,,,,
7,onehand,visual,upper,1,,,,
7,onehand,visual,upper,2,,,,
7,onehand,visual,upper,3,,,,
7,onehand,visual,upper,4,,,,
7,onehand,visual,upper,5,,,,
7,onehand,visual,upper,6,,,,
7,onehand,visual,upper,7,,,,
7,onehand,visual,upper,8,,,,
7,onehand,visual,upper,9,,,,
7,onehand,visual,upper,10,,,,
7,onehand,visual,upper,11,,,,
7,onehand,visual,upper,12,,,,
7,onehand,visual,upper,13,,,,
7,onehand,visual,upper,14,,,,
7,onehand,visual,upper,15,,,,
7,onehand,visual,upper,16,,,,
7,onehand,visual,upper,17,,,,
7,onehand,visual,upper,18,,,,
7,onehand,visual,upper,19,,,,
7,onehand,visual,upper,20,,,,
7,onehand,visual,upper,21,,,,
7,onehand,visual,upper,22,,,,
7,onehand,visual,upper,23,,,,
7,onehand,visual,upper,24,,,,
7,onehand,visual,upper,25,,,,
7,onehand,visual,upper,26,,,,
7,onehand,visual,upper,27,,,,
7,onehand,visual,upper,28,,,,
7,onehand,visual,upper,29,,,,
7,onehand,visual,upper,30,,,,
7,onehand,visual,upper,31,,,,
7,onehand,visual,upper,32,,,,
7,onehand,visual,upper,33,,,,
7,onehand,visual,upper,34,,,,
7,onehand,visual,upper,35,,,,
7,onehand,visual,upper,36,,,,
7,onehand,visual,upper,37,,,,
7,onehand,visual,upper,38,,,,
7,onehand,visual,upper,39,,,,
7,onehand,visual,upper,40,,,,
7,onehand,visual,upper,41,,,,
7,onehand,visual,upper,42,,,,
7,onehand,visual,upper,43,,,,
7,onehand,visual,upper,44,,,,
7,onehand,visual,upper,45,,,,
7,onehand,visual,upper,46,,,,
7,onehand,visual,upper,47,,,,
7,onehand,visual,upper,48,,,,
7,onehand,visual,upper,49,,,,
7,onehand,visual,upper,50,,,,
7,twohand,visual,upper,1,,,,
7,twohand,visual,upper,2,,,,
7,twohand,visual,upper,3,,,,
7,twohand,visual,upper,4,,,,
7,twohand,visual,upper,5,,,,
7,twohand,visual,upper,6,,,,
7,twohand,visual,upper,7,,,,
7,twohand,visual,upper,8,,,,
7,twohand,visual,upper,9,,,,
7,twohand,visual,upper,10,,,,
7,twohand,visual,upper,11,,,,
7,twohand,visual,upper,12,,,,
7,twohand,visual,upper,13,,,,
7,twohand,visual,upper,14,,,,
7,twohand,visual,upper,15,,,,
7,twohand,visual,upper,16,,,,
7,twohand,visual,upper,17,,,,
7,twohand,visual,upper,18,,,,
7,twohand,visual,upper,19,,,,
7,twohand,visual,upper,20,,,,
7,twohand,visual,upper,21,,,,
7,twohand,visual,upper,22,,,,
7,twohand,visual,upper,23,,,,
7,twohand,visual,upper,24,,,,
7,twohand,visual,upper,25,,,,
7,twohand,visual,upper,26,,,,
7,twohand,visual,upper,27,,,,
7,twohand,visual,upper,28,,,,
7,twohand,visual,upper,29,,,,
7,twohand,visual,upper,30,,,,
7,twohand,visual,upper,31,,,,
7,twohand,visual,upper,32,,,,
7,twohand,visual,upper,33,,,,
7,twohand,visual,upper,34,,,,
7,twohand,visual,upper,35,,,,
7,twohand,visual,upper,36,,,,
7,twohand,visual,upper,37,,,,
7,twohand,visual,upper,38,,,,
7,twohand,visual,upper,39,,,,
7,twohand,visual,upper,40,,,,
7,twohand,visual,upper,41,,,,
7,twohand,visual,upper,42,,,,
7,twohand,visual,upper,43,,,,
7,twohand,visual,upper,44,,,,
7,twohand,visual,upper,45,,,,
7,twohand,visual,upper,46,,,,
7,twohand,visual,upper,47,,,,
7,twohand,visual,upper,48,,,,
7,twohand,visual,upper,49,,,,
7,twohand,visual,upper,50,,,,
7,onehand,physical,upper,1,,,,
7,onehand,physical,upper,2,,,,
7,onehand,physical,upper,3,,,,
7,onehand,physical,upper,4,,,,
7,onehand,physical,upper,5,,,,
7,onehand,physical,upper,6,,,,
7,onehand,physical,upper,7,,,,
7,onehand,physical,upper,8,,,,
7,onehand,physical,upper,9,,,,
7,onehand,physical,upper,10,,,,
7,onehand,physical,upper,11,,,,
7,onehand,physical,upper,12,,,,
7,onehand,physical,upper,13,,,,
7,onehand,physical,upper,14,,,,
7,onehand,physical,upper,15,,,,
7,onehand,physical,upper,16,,,,
7,onehand,physical,upper,17,,,,
7,onehand,physical,upper,18,,,,
7,onehand,physical,upper,19,,,,
7,onehand,physical,upper,20,,,,
7,onehand,physical,upper,21,,,,
7,onehand,physical,upper,22,,,,
7,onehand,physical,upper,23,,,,
7,onehand,physical,upper,24,,,,
7,onehand,physical,upper,25,,,,
7,onehand,physical,upper,26,,,,
7,onehand,physical,upper,27,,,,
7,onehand,physical,upper,28,,,,
7,onehand,physical,upper,29,,,,
7,onehand,physical,upper,30,,,,
7,onehand,physical,upper,31,,,,
7,onehand,physical,upper,32,,,,
7,onehand,physical,upper,33,,,,
7,onehand,physical,upper,34,,,,
7,onehand,physical,upper,35,,,,
7,onehand,physical,upper,36,,,,
7,onehand,physical,upper,37,,,,
7,onehand,physical,upper,38,,,,
7,onehand,physical,upper,39,,,,
7,onehand,physical,upper,40,,,,
7,onehand,physical,upper,41,,,,
7,onehand,physical,upper,42,,,,
7,onehand,physical,upper,43,,,,
7,onehand,physical,upper,44,,,,
7,onehand,physical,upper,45,,,,
7,onehand,physical,upper,46,,,,
7,onehand,physical,upper,47,,,,
7,onehand,physical,upper,48,,,,
7,onehand,physical,upper,49,,,,
7,onehand,physical,upper,50,,,,
