Participant,Technique,FixedFactor,Threshold,Trial,RadiusChange,StepSize,Response,Reversal
9,twohand,physical,upper,4,,,,
9,twohand,physical,upper,5,,,,
9,twohand,physical,upper,6,,,,
9,twohand,physical,upper,7,,,,
9,twohand,physical,upper,8,,,,
9,twohand,physical,upper,9,,,,
9,twohand,physical,upper,10,,,,
9,twohand,physical,upper,11,,,,
9,twohand,physical,upper,12,,,,
9,twohand,physical,upper,13,,,,
9,twohand,physical,upper,14,,,,
9,twohand,physical,upper,15,,,,
9,twohand,physical,upper,16,,,,
9,twohand,physical,upper,17,,,,
9,twohand,physical,upper,18,,,,
9,twohand,physical,upper,19,,,,
9,twohand,physical,upper,20,,,,
9,twohand,physical,upper,21,,,,
9,twohand,physical,upper,22,,,,
9,twohand,physical,upper,23,,,,
9,twohand,physical,upper,24,,,,
9,twohand,physical,upper,25,,,,
9,twohand,physical,upper,26,,,,
9,twohand,physical,upper,27,,,,
9,twohand,physical,upper,28,,,,
9,twohand,physical,upper,29,,,,
9,twohand,physical,upper,30,,,,
9,twohand,physical,upper,31,,,,
9,twohand,physical,upper,32,,,,
9,twohand,physical,upper,33,,,,
9,twohand,physical,upper,34,,,,
9,twohand,physical,upper,35,,,,
9,twohand,physical,upper,36,,,,
9,twohand,physical,upper,37,,,,
9,twohand,physical,upper,38,,,,
9,twohand,physical,upper,39,,,,
9,twohand,physical,upper,40,,,,
9,twohand,physical,upper,41,,,,
9,twohand,physical,upper,42,,,,
9,twohand,physical,upper,43,,,,
9,twohand,physical,upper,44,,,,
9,twohand,physical,upper,45,,,,
9,twohand,physical,upper,46,,,,
9,twohand,physical,upper,47,,,,
9,twohand,physical,upper,48,,,,
9,twohand,physical,upper,49,,,,
9,twohand,physical,upper,50,,,,
9,onehand,visual,upper,1,,,,
9,onehand,visual,upper,2,,,,
9,onehand,visual,upper,3,,,,
9,onehand,visual,upper,4,,,,
9,onehand,visual,upper,5,,,,
9,onehand,visual,upper,6,,,,
9,onehand,visual,upper,7,,,,
9,onehand,visual,upper,8,,,,
9,onehand,visual,upper,9,,,,
9,onehand,visual,upper,10,,,,
9,onehand,visual,upper,11,,,,
9,onehand,visual,upper,12,,,,
9,onehand,visual,upper,13,,,,
9,onehand,visual,upper,14,,,,
9,onehand,visual,upper,15,,,,
9,onehand,visual,upper,16,,,,
9,onehand,visual,upper,17,,,,
9,onehand,visual,upper,18,,,,
9,onehand,visual,upper,19,,,,
9,onehand,visual,upper,20,,,,
9,onehand,visual,upper,21,,,,
9,onehand,visual,upper,22,,,,
9,onehand,visual,upper,23,,,,
9,onehand,visual,upper,24,,,,
9,onehand,visual,upper,25,,,,
9,onehand,visual,upper,26,,,,
9,onehand,visual,upper,27,,,,
9,onehand,visual,upper,28,,,,
9,onehand,visual,upper,29,,,,
9,onehand,visual,upper,30,,,,
9,onehand,visual,upper,31,,,,
9,onehand,visual,upper,32,,,,
9,onehand,visual,upper,33,,,,
9,onehand,visual,upper,34,,,,
9,onehand,visual,upper,35,,,,
9,onehand,visual,upper,36,,,,
9,onehand,visual,upper,37,,,,
9,onehand,visual,upper,38,,,,
9,onehand,visual,upper,39,,,,
9,onehand,visual,upper,40,,,,
9,onehand,visual,upper,41,,,,
9,onehand,visual,upper,42,,,,
9,onehand,visual,upper,43,,,,
9,onehand,visual,upper,44,,,,
9,onehand,visual,upper,45,,,,
9,onehand,visual,upper,46,,,,
9,onehand,visual,upper,47,,,,
9,onehand,visual,upper,48,,,,
9,onehand,visual,upper,49,,,,
9,onehand,visual,upper,50,,,,
9,twohand,physical,lower,1,,,,
9,twohand,physical,lower,2,,,,
9,twohand,physical,lower,3,,,,
9,twohand,physical,lower,4,,,,
9,twohand,physical,lower,5,,,,
9,twohand,physical,lower,6,,,,
9,twohand,physical,lower,7,,,,
9,twohand,physical,lower,8,,,,
9,twohand,physical,lower,9,,,,
9,twohand,physical,lower,10,,,,
9,twohand,physical,lower,11,,,,
9,twohand,physical,lower,12,,,,
9,twohand,physical,lower,13,,,,
9,twohand,physical,lower,14,,,,
9,twohand,physical,lower,15,,,,
9,twohand,physical,lower,16,,,,
9,twohand,physical,lower,17,,,,
9,twohand,physical,lower,18,,,,
9,twohand,physical,lower,19,,,,
9,twohand,physical,lower,20,,,,
9,twohand,physical,lower,21,,,,
9,twohand,physical,lower,22,,,,
9,twohand,physical,lower,23,,,,
9,twohand,physical,lower,24,,,,
9,twohand,physical,lower,25,,,,
9,twohand,physical,lower,26,,,,
9,twohand,physical,lower,27,,,,
9,twohand,physical,lower,28,,,,
9,twohand,physical,lower,29,,,,
9,twohand,physical,lower,30,,,,
9,twohand,physical,lower,31,,,,
9,twohand,physical,lower,32,,,,
9,twohand,physical,lower,33,,,,
9,twohand,physical,lower,34,,,,
9,twohand,physical,lower,35,,,,
9,twohand,physical,lower,36,,,,
9,twohand,physical,lower,37,,,,
9,twohand,physical,lower,38,,,,
9,twohand,physical,lower,39,,,,
9,twohand,physical,lower,40,,,,
9,twohand,physical,lower,41,,,,
9,twohand,physical,lower,42,,,,
9,twohand,physical,lower,43,,,,
9,twohand,physical,lower,44,,,,
9,twohand,physical,lower,45,,,,
9,twohand,physical,lower,46,,,,
9,twohand,physical,lower,47,,,,
9,twohand,physical,lower,48,,,,
9,twohand,physical,lower,49,,,,
9,twohand,physical,lower,50,,,,
9,onehand,physical,upper,1,,,,
9,onehand,physical,upper,2,,,,
9,onehand,physical,upper,3,,,,
9,onehand,physical,upper,4,,,,
9,onehand,physical,upper,5,,,,
9,onehand,physical,upper,6,,,,
9,onehand,physical,upper,7,,,,
9,onehand,physical,upper,8,,,,
9,onehand,physical,upper,9,,,,
9,onehand,physical,upper,10,,,,
9,onehand,physical,upper,11,,,,
9,onehand,physical,upper,12,,,,
9,onehand,physical,upper,13,,,,
9,onehand,physical,upper,14,,,,
9,onehand,physical,upper,15,,,,
9,onehand,physical,upper,16,,,,
9,onehand,physical,upper,17,,,,
9,onehand,physical,upper,18,,,,
9,onehand,physical,upper,19,,,,
9,onehand,physical,upper,20,,,,
9,onehand,physical,upper,21,,,,
9,onehand,physical,upper,22,,,,
9,onehand,physical,upper,23,,,,
9,onehand,physical,upper,24,,,,
9,onehand,physical,upper,25,,,,
9,onehand,physical,upper,26,,,,
9,onehand,physical,upper,27,,,,
9,onehand,physical,upper,28,,,,
9,onehand,physical,upper,29,,,,
9,onehand,physical,upper,30,,,,
9,onehand,physical,upper,31,,,,
9,onehand,physical,upper,32,,,,
9,onehand,physical,upper,33,,,,
9,onehand,physical,upper,34,,,,
9,onehand,physical,upper,35,,,,
9,onehand,physical,upper,36,,,,
9,onehand,physical,upper,37,,,,
9,onehand,physical,upper,38,,,,
9,onehand,physical,upper,39,,,,
9,onehand,physical,upper,40,,,,
9,onehand,physical,upper,41,,,,
9,onehand,physical,upper,42,,,,
9,onehand,physical,upper,43,,,,
9,onehand,physical,upper,44,,,,
9,onehand,physical,upper,45,,,,
9,onehand,physical,upper,46,,,,
9,onehand,physical,upper,47,,,,
9,onehand,physical,upper,48,,,,
9,onehand,physical,upper,49,,,,
9,onehand,physical,upper,50,,,,
9,onehand,physical,lower,1,,,,
9,onehand,physical,lower,2,,,,
9,onehand,physical,lower,3,,,,
9,onehand,physical,lower,4,,,,
9,onehand,physical,lower,5,,,,
9,onehand,physical,lower,6,,,,
9,onehand,physical,lower,7,,,,
9,onehand,physical,lower,8,,,,
9,onehand,physical,lower,9,,,,
9,onehand,physical,lower,10,,,,
9,onehand,physical,lower,11,,,,
9,onehand,physical,lower,12,,,,
9,onehand,physical,lower,13,,,,
9,onehand,physical,lower,14,,,,
9,onehand,physical,lower,15,,,,
9,onehand,physical,lower,16,,,,
9,onehand,physical,lower,17,,,,
9,onehand,physical,lower,18,,,,
9,onehand,physical,lower,19,,,,
9,onehand,physical,lower,20,,,,
9,onehand,physical,lower,21,,,,
9,onehand,physical,lower,22,,,,
9,onehand,physical,lower,23,,,,
9,onehand,physical,lower,24,,,,
9,onehand,physical,lower,25,,,,
9,onehand,physical,lower,26,,,,
9,onehand,physical,lower,27,,,,
9,onehand,physical,lower,28,,,,
9,onehand,physical,lower,29,,,,
9,onehand,physical,lower,30,,,,
9,onehand,physical,lower,31,,,,
9,onehand,physical,lower,32,,,,
9,onehand,physical,lower,33,,,,
9,onehand,physical,lower,34,,,,
9,onehand,physical,lower,35,,,,
9,onehand,physical,lower,36,,,,
9,onehand,physical,lower,37,,,,
9,onehand,physical,lower,38,,,,
9,onehand,physical,lower,39,,,,
9,onehand,physical,lower,40,,,,
9,onehand,physical,lower,41,,,,
9,onehand,physical,lower,42,,,,
9,onehand,physical,lower,43,,,,
9,onehand,physical,lower,44,,,,
9,onehand,physical,lower,45,,,,
9,onehand,physical,lower,46,,,,
9,onehand,physical,lower,47,,,,
9,onehand,physical,lower,48,,,,
9,onehand,physical,lower,49,,,,
9,onehand,physical,lower,50,,,,
