pid,trial,physical,visual,direction,congruency,binary
12,96,10,100,shrink,1,
12,97,40,75,shrink,1,
12,98,20,200,shrink,0,
12,99,10,50,shrink,1,
12,100,40,50,shrink,1,
12,101,20,25,shrink,1,
12,102,30,200,shrink,0,
12,103,30,400,shrink,0,
12,104,40,300,shrink,0,
12,105,10,200,shrink,0,
12,106,10,300,shrink,0,
12,107,30,100,shrink,1,
12,108,10,50,shrink,1,
12,109,10,400,shrink,0,
12,110,20,25,shrink,1,
12,111,40,200,shrink,0,
12,112,20,400,shrink,0,
12,113,30,50,shrink,1,
12,114,10,25,shrink,1,
12,115,30,400,shrink,0,
12,116,30,300,shrink,0,
12,117,10,25,shrink,1,
12,118,10,50,shrink,1,
12,119,10,75,shrink,1,
12,120,30,75,shrink,1,
12,121,10,25,shrink,1,
12,122,20,75,shrink,1,
12,123,10,100,shrink,1,
12,124,30,300,shrink,0,
12,125,10,400,shrink,0,
12,126,30,400,shrink,0,
12,127,20,200,shrink,0,
12,128,10,75,shrink,1,
12,129,30,400,shrink,0,
12,130,20,400,shrink,0,
12,131,30,75,shrink,1,
12,132,40,200,shrink,0,
12,133,40,200,shrink,0,
12,134,40,25,shrink,1,
12,135,10,300,shrink,0,
12,136,10,300,shrink,0,
12,137,40,400,shrink,0,
12,138,40,25,shrink,1,
12,139,10,400,shrink,0,
12,56,30,50,grow,1,
12,57,40,100,grow,1,
12,58,20,200,grow,0,
12,59,20,200,grow,0,
12,60,30,25,grow,0,
12,61,40,75,grow,1,
12,62,40,75,grow,1,
12,63,10,200,grow,1,
12,64,10,75,grow,1,
12,65,20,75,grow,1,
12,66,40,300,grow,0,
12,67,10,200,grow,1,
12,68,40,300,grow,0,
12,69,30,300,grow,0,
12,70,30,75,grow,1,
12,71,10,100,grow,1,
12,72,20,200,grow,0,
12,73,40,75,grow,1,
12,74,10,400,grow,1,
12,75,40,75,grow,1,
12,76,10,75,grow,1,
12,77,40,100,grow,1,
12,78,20,75,grow,1,
12,79,30,300,grow,1,
12,80,20,50,grow,1,
12,81,20,50,grow,1,
12,82,20,400,grow,0,
12,83,10,75,grow,1,
12,84,30,75,grow,1,
12,85,20,75,grow,1,
12,86,20,300,grow,0,
12,87,40,300,grow,0,
12,88,10,100,grow,1,
12,89,40,25,grow,1,
12,90,30,300,grow,0,
12,91,40,25,grow,1,
12,92,30,75,grow,1,
12,93,40,400,grow,0,
12,94,10,300,grow,1,
12,95,20,200,grow,1,
12,96,10,25,grow,1,
12,97,40,200,grow,0,
12,98,30,300,grow,0,
12,99,10,25,grow,1,
12,100,10,100,grow,1,
12,101,40,25,grow,1,
12,102,10,50,grow,1,
12,103,30,100,grow,1,
12,104,20,300,grow,0,
12,105,20,100,grow,1,
12,106,10,200,grow,1,
12,107,30,100,grow,1,
12,108,30,400,grow,0,
12,109,20,50,grow,1,
12,110,10,25,grow,1,
12,111,20,200,grow,1,
12,112,40,300,grow,0,
12,113,10,400,grow,0,
12,114,30,100,grow,1,
12,115,20,25,grow,1,
12,116,40,50,grow,1,
12,117,30,75,grow,1,
12,118,30,400,grow,0,
12,119,30,75,grow,1,
12,120,40,200,grow,0,
12,121,10,50,grow,1,
12,122,30,50,grow,1,
12,123,30,50,grow,1,
12,124,40,400,grow,0,
12,125,40,400,grow,0,
12,126,40,100,grow,1,
12,127,20,75,grow,1,
12,128,10,300,grow,0,
12,129,30,25,grow,1,
12,130,20,25,grow,1,
12,131,10,400,grow,0,
12,132,10,100,grow,1,
12,133,10,50,grow,1,
12,134,10,100,grow,1,
12,135,20,25,grow,0,
12,136,10,75,grow,1,
12,137,40,50,grow,1,
12,138,40,200,grow,1,
12,139,40,400,grow,0,
12,140,20,300,grow,1,
12,141,30,200,grow,1,
12,142,30,50,grow,0,
12,143,40,200,grow,1,
12,144,40,75,grow,1,
12,145,40,25,grow,1,
12,146,10,400,grow,0,
12,147,30,300,grow,1,
12,148,20,50,grow,1,
12,149,20,100,grow,1,
12,150,30,100,grow,1,
12,151,10,50,grow,1,
12,152,10,300,grow,1,
12,153,30,200,grow,1,
12,154,10,300,grow,1,
12,155,20,400,grow,0,
12,156,10,200,grow,1,
12,157,20,300,grow,0,
12,158,20,75,grow,1,
12,159,20,100,grow,1,
12,160,40,25,grow,1,
12,161,30,400,grow,0,
12,162,20,300,grow,0,
12,163,20,25,grow,1,
12,164,40,200,grow,1,
12,165,10,300,grow,1,
12,166,20,100,grow,1,
12,167,40,100,grow,1,
12,168,30,400,grow,0,
12,169,20,400,grow,0,
12,170,30,100,grow,1,
12,171,30,200,grow,1,
12,172,30,50,grow,1,
12,173,10,50,grow,0,
12,174,20,400,grow,0,
12,175,30,25,grow,1,
12,176,10,200,grow,1,
12,177,20,100,grow,1,
12,178,10,75,grow,1,
12,179,10,400,grow,1,
12,180,10,25,grow,1,
12,181,30,200,grow,0,
12,182,40,300,grow,0,
12,183,40,400,grow,0,
12,184,30,25,grow,1,
12,185,40,50,grow,1,
12,186,40,100,grow,1,
12,187,10,25,grow,1,
12,188,30,25,grow,1,
12,189,20,50,grow,1,
12,190,20,400,grow,0,
12,191,30,400,grow,0,
12,192,40,50,grow,1,
12,193,30,200,grow,1,
12,194,20,25,grow,1,
12,195,40,50,grow,1,
